date,Pasture,BARE,NONVEG,GREEN,SD,LITT,Biomass_kg_ha,Biomass_SE,NDVI,CP,DRYVEG,Year
2024-01-06,17N,0.09118805,0.1373361,0.29279938,0.5698645,0.046148024,1508.6886,152.58296,0.21437013,,0.6160126,2024
2024-01-06,17S R1,0.105089664,0.12821233,0.33647206,0.53531563,0.023122655,1742.8394,154.90598,0.23243931,,0.55843824,2024
2024-01-06,17S R2,0.108188055,0.1345708,0.2888718,0.5765574,0.026382755,1451.1223,150.5717,0.20544094,,0.60294014,2024
2024-01-06,17S R3,0.06034615,0.12768655,0.289691,0.5826224,0.0673404,1547.9413,155.97336,0.21579912,,0.6499629,2024
2024-01-06,18S R1,0.104544304,0.21597373,0.27953017,0.50449616,0.11142942,1323.3054,153.56863,0.23696266,,0.61592555,2024
2024-01-06,18S R2,0.069614045,0.19351102,0.2291728,0.57731616,0.12389698,1187.7922,150.31512,0.2054556,,0.7012131,2024
2024-01-06,19N,0.075939365,0.23627435,0.22892267,0.534803,0.160335,1135.0665,150.39943,0.21358648,,0.695138,2024
2024-01-07,17N,0.09294793,0.13757743,0.29199556,0.57042694,0.044629518,1502.9032,153.06636,0.21396764,,0.6150565,2024
2024-01-07,17S R1,0.107024066,0.12903532,0.3353066,0.53565806,0.022011256,1735.8796,155.17401,0.23192807,,0.55766934,2024
2024-01-07,17S R2,0.11016704,0.13526455,0.28771368,0.57702184,0.025097493,1445.8871,151.06636,0.20496614,,0.60211927,2024
2024-01-07,17S R3,0.061834533,0.12722649,0.289127,0.58364654,0.06539195,1542.1451,156.85048,0.21547699,,0.6490385,2024
2024-01-07,18S R1,0.106750846,0.21585274,0.27857843,0.5055688,0.10910186,1316.7325,154.60153,0.23649108,,0.6146707,2024
2024-01-07,18S R2,0.071603775,0.19274499,0.22831722,0.57893777,0.12114122,1182.4608,151.20358,0.20514369,,0.700079,2024
2024-01-07,19N,0.07788273,0.23557578,0.2281897,0.5362345,0.15769304,1129.6415,151.62074,0.21317445,,0.6939275,2024
2024-01-08,17N,0.094722055,0.13784058,0.29113856,0.57102084,0.043118536,1496.9075,153.67694,0.21355009,,0.61413944,2024
2024-01-08,17S R1,0.1089616,0.12986924,0.33408758,0.5360432,0.020907644,1728.6616,155.62175,0.23139907,,0.5569508,2024
2024-01-08,17S R2,0.11215581,0.13597803,0.28650314,0.5775189,0.023822233,1440.4478,151.71529,0.20447722,,0.60134107,2024
2024-01-08,17S R3,0.06335869,0.12680012,0.28849226,0.5847076,0.063441426,1536.1217,157.88068,0.21513112,,0.6481491,2024
2024-01-08,18S R1,0.108975306,0.21575238,0.27759936,0.50664824,0.10677709,1310.026,155.76611,0.23600507,,0.6134253,2024
2024-01-08,18S R2,0.07363347,0.19202572,0.22740375,0.5805706,0.118392244,1176.9636,152.21065,0.20481285,,0.69896275,2024
2024-01-08,19N,0.07984256,0.2349154,0.22741848,0.5376661,0.15507285,1124.1002,152.99358,0.2127495,,0.69273895,2024
2024-01-09,17N,0.09650315,0.13812743,0.29022548,0.57164705,0.04162428,1490.7151,154.4147,0.21311694,,0.61327136,2024
2024-01-09,17S R1,0.11089489,0.13071239,0.332814,0.5364736,0.019817494,1721.2014,156.2492,0.23085192,,0.5562911,2024
2024-01-09,17S R2,0.11414663,0.13671052,0.28523895,0.57805055,0.022563903,1434.8154,152.51845,0.203974,,0.6006144,2024
2024-01-09,17S R3,0.06491069,0.12641335,0.28778386,0.5858028,0.06150266,1529.8815,159.06392,0.2147612,,0.6473055,2024
2024-01-09,18S R1,0.11120886,0.21567886,0.2765907,0.5077305,0.10446999,1303.1921,157.06235,0.23550431,,0.6122005,2024
2024-01-09,18S R2,0.07569367,0.1913624,0.22643027,0.5822073,0.115668744,1171.3082,153.33636,0.20446293,,0.6978761,2024
2024-01-09,19N,0.08181155,0.23430143,0.22660667,0.53909194,0.1524899,1118.4491,154.51793,0.21231197,,0.6915818,2024
2024-01-10,17N,0.098284245,0.1384398,0.28925386,0.57230633,0.04015556,1484.3422,155.22124,0.21266773,,0.6124619,2024
2024-01-10,17S R1,0.112816945,0.1315632,0.33148548,0.5369513,0.018746242,1713.5178,157.00018,0.23028623,,0.55569756,2024
2024-01-10,17S R2,0.11613213,0.13746126,0.2839202,0.57861847,0.02132913,1429.0028,153.41103,0.20345636,,0.5999477,2024
2024-01-10,17S R3,0.06648274,0.12607194,0.2869989,0.58692914,0.05958922,1523.4373,160.34192,0.21436696,,0.6465184,2024
2024-01-10,18S R1,0.11344282,0.21563794,0.27555063,0.5088114,0.102195114,1296.239,158.52621,0.23498872,,0.6110066,2024
2024-01-10,18S R2,0.077774934,0.19076382,0.22539501,0.5838412,0.112988874,1165.5033,154.58514,0.20409392,,0.69683003,2024
2024-01-10,19N,0.08378238,0.23374167,0.22575231,0.540506,0.14995928,1112.6946,156.20961,0.21186218,,0.69046533,2024
2024-01-11,17N,0.10005846,0.13877924,0.2882216,0.5729991,0.03872078,1477.8063,156.0965,0.21220207,,0.6117199,2024
2024-01-11,17S R1,0.114721015,0.13241997,0.33010173,0.5374783,0.017698964,1705.6307,157.87468,0.22970183,,0.5551773,2024
2024-01-11,17S R2,0.11810518,0.13822941,0.2825462,0.57922435,0.020124229,1423.0232,154.39304,0.20292431,,0.5993486,2024
2024-01-11,17S R3,0.068067215,0.12578133,0.28613535,0.5880833,0.05771412,1516.8027,161.71468,0.21394828,,0.6457974,2024
2024-01-11,18S R1,0.11566854,0.21563508,0.27447754,0.5098874,0.09996655,1289.1755,160.15767,0.23445815,,0.6098539,2024
2024-01-11,18S R2,0.079867974,0.19023831,0.22429658,0.58546513,0.11037032,1159.5585,155.95699,0.20370571,,0.6958355,2024
2024-01-11,19N,0.085747845,0.23324357,0.22485371,0.5419027,0.14749573,1106.8455,158.06859,0.21140051,,0.68939847,2024
2024-01-12,17N,0.101819105,0.13914707,0.28712705,0.5737258,0.037327975,1471.1255,157.04053,0.21171972,,0.6110538,2024
2024-01-12,17S R1,0.11660061,0.13328116,0.3286628,0.5380561,0.01668054,1697.5623,158.87268,0.2290986,,0.5547366,2024
2024-01-12,17S R2,0.120058924,0.1390142,0.28111655,0.5798693,0.018955274,1416.8918,155.46446,0.20237787,,0.5988245,2024
2024-01-12,17S R3,0.06965664,0.12554643,0.28519136,0.58926225,0.05588978,1509.9929,163.18219,0.21350516,,0.645152,2024
2024-01-12,18S R1,0.11787748,0.21567546,0.27337024,0.51095426,0.097797975,1282.0128,161.9567,0.23391266,,0.60875225,2024
2024-01-12,18S R2,0.08196353,0.18979375,0.22313404,0.5870722,0.107830234,1153.4846,157.4519,0.20329842,,0.6949025,2024
2024-01-12,19N,0.08770066,0.23281422,0.22390956,0.5432762,0.1451136,1100.9103,160.09483,0.21092735,,0.68838984,2024
2024-01-13,17N,0.10355957,0.13954453,0.2859688,0.5744867,0.03598497,1464.3213,158.05331,0.21122044,,0.6104716,2024
2024-01-13,17S R1,0.118449554,0.13414517,0.3271691,0.53868574,0.01569561,1689.3364,159.9942,0.22847652,,0.5543813,2024
2024-01-13,17S R2,0.121986695,0.13981466,0.27963114,0.5805542,0.017827973,1410.6254,156.62529,0.20181711,,0.5983822,2024
2024-01-13,17S R3,0.07124367,0.12537198,0.28416562,0.5904624,0.05412831,1503.0251,164.74446,0.21303761,,0.6445907,2024
2024-01-13,18S R1,0.12006123,0.2157639,0.27222782,0.51200825,0.09570266,1274.7627,163.92336,0.23335242,,0.60771096,2024
2024-01-13,18S R2,0.08405242,0.18943758,0.22190675,0.5886557,0.10538514,1147.294,159.06992,0.20287217,,0.6940409,2024
2024-01-13,19N,0.089633636,0.23246044,0.22291885,0.5446207,0.1428268,1094.8994,162.2884,0.21044327,,0.6874475,2024
2024-01-14,17N,0.105273336,0.13997304,0.2847458,0.57528114,0.034699716,1457.4153,158.84454,0.21070416,,0.6099809,2024
2024-01-14,17S R1,0.12026186,0.1350105,0.32562128,0.5393682,0.014748631,1680.9789,160.89278,0.22783571,,0.5541168,2024
2024-01-14,17S R2,0.12388205,0.14063004,0.2780902,0.58127975,0.016747996,1404.2408,157.52211,0.20124221,,0.59802777,2024
2024-01-14,17S R3,0.072821066,0.12526274,0.28305712,0.59168017,0.052441683,1495.917,165.95087,0.21254586,,0.64412177,2024
2024-01-14,18S R1,0.122211464,0.21590494,0.27104965,0.51304543,0.093693465,1267.4388,165.46428,0.23277758,,0.60673887,2024
2024-01-14,18S R2,0.08612559,0.18917677,0.22061457,0.5902087,0.10305115,1140.9994,160.3207,0.2024271,,0.6932599,2024
2024-01-14,19N,0.09153959,0.23218848,0.22188091,0.54593056,0.1406489,1088.8241,163.97911,0.20994873,,0.68657947,2024
2024-01-15,17N,0.10695402,0.14043371,0.28345728,0.576109,0.033479687,1450.4313,159.1795,0.21017084,,0.6095887,2024
2024-01-15,17S R1,0.122031726,0.13587573,0.32402027,0.54010403,0.013844001,1672.5171,161.21825,0.2271764,,0.553948,2024
2024-01-15,17S R2,0.12573881,0.14145909,0.27649423,0.5820466,0.015720272,1397.7584,157.9672,0.20065343,,0.59776694,2024
2024-01-15,17S R3,0.07438173,0.12522292,0.28186545,0.59291166,0.0508412,1488.6887,166.57434,0.21203017,,0.6437529,2024
2024-01-15,18S R1,0.12431992,0.21610272,0.2698354,0.51406187,0.0917828,1260.0559,166.29747,0.23218848,,0.6058446,2024
2024-01-15,18S R2,0.08817403,0.18901779,0.21925771,0.59172446,0.10084376,1134.615,161.0208,0.2019635,,0.6925683,2024
2024-01-15,19N,0.093411356,0.23200445,0.22079541,0.54720014,0.1385931,1082.6962,164.95982,0.20944433,,0.6857932,2024
2024-01-16,17N,0.10859537,0.14092723,0.28210294,0.57696986,0.03233184,1443.3944,159.0582,0.20962055,,0.6093017,2024
2024-01-16,17S R1,0.12375366,0.13673913,0.32236728,0.54089355,0.0129854875,1663.98,160.97064,0.2264989,,0.5538791,2024
2024-01-16,17S R2,0.12755097,0.14230086,0.27484402,0.58285517,0.0147498865,1391.1981,157.96063,0.20005102,,0.597605,2024
2024-01-16,17S R3,0.07591873,0.12525612,0.28059053,0.59415334,0.049337417,1481.3611,166.61487,0.21149091,,0.6434908,2024
2024-01-16,18S R1,0.12637843,0.21636112,0.26858515,0.51505375,0.08998266,1252.6302,166.4229,0.23158547,,0.6050364,2024
2024-01-16,18S R2,0.090188816,0.18896672,0.21783684,0.59319645,0.09877789,1128.1562,161.17024,0.20148161,,0.6919744,2024
2024-01-16,19N,0.09524183,0.23191386,0.21966237,0.54842377,0.13667203,1076.5294,165.2306,0.20893072,,0.6850958,2024
2024-01-17,17N,0.11020487,0.14145295,0.28068322,0.57786375,0.031248081,1436.2568,158.4806,0.20905365,,0.60911185,2024
2024-01-17,17S R1,0.12543124,0.13760269,0.32065988,0.54173744,0.012171447,1655.3209,160.14996,0.22580288,,0.5539089,2024
2024-01-17,17S R2,0.1293214,0.14315645,0.27313852,0.58370507,0.013835058,1384.5342,157.5024,0.19943517,,0.59754014,2024
2024-01-17,17S R3,0.077432685,0.12536114,0.2792328,0.59540606,0.047928464,1473.905,166.07248,0.21092865,,0.6433345,2024
2024-01-17,18S R1,0.12838991,0.2166754,0.2673005,0.5160242,0.0882855,1245.1252,165.84058,0.23096903,,0.6043097,2024
2024-01-17,18S R2,0.09217132,0.18901992,0.2163541,0.594626,0.09684861,1121.6089,160.769,0.20098254,,0.69147456,2024
2024-01-17,19N,0.097033374,0.23190928,0.2184847,0.5496061,0.13487591,1070.3146,164.79143,0.20840846,,0.684482,2024
2024-01-18,17N,0.11177951,0.14201099,0.27919844,0.57879055,0.030231483,1429.0176,157.89012,0.20847042,,0.6090221,2024
2024-01-18,17S R1,0.12706174,0.1384659,0.31889838,0.5426357,0.011404151,1646.5374,159.56633,0.22508858,,0.5540399,2024
2024-01-18,17S R2,0.13104673,0.1440253,0.27137825,0.58459646,0.012978562,1377.772,157.10074,0.19880615,,0.59757507,2024
2024-01-18,17S R3,0.0789192,0.12553987,0.27779278,0.59666735,0.046620674,1466.3192,165.3754,0.21034391,,0.643288,2024
2024-01-18,18S R1,0.13034935,0.21704817,0.26598155,0.5169702,0.08669884,1237.5358,165.18126,0.23033969,,0.6036691,2024
2024-01-18,18S R2,0.0941156,0.18917987,0.214811,0.59600914,0.09506428,1114.9702,160.2602,0.20046687,,0.69107336,2024
2024-01-18,19N,0.09878147,0.23199378,0.21726313,0.55074304,0.13321231,1064.0454,164.27527,0.20787826,,0.6839554,2024
2024-01-19,17N,0.11331781,0.14260142,0.2776484,0.5797502,0.029283583,1421.6578,157.32254,0.20787098,,0.60903376,2024
2024-01-19,17S R1,0.12864378,0.13932998,0.3170822,0.54358786,0.010686206,1637.6022,159.29137,0.22435611,,0.554274,2024
2024-01-19,17S R2,0.13272527,0.14490862,0.26956287,0.5855285,0.012183348,1370.8887,156.79271,0.19816428,,0.59771186,2024
2024-01-19,17S R3,0.08037535,0.12579285,0.27627113,0.59793603,0.04541749,1458.5967,164.57317,0.20973726,,0.6433536,2024
2024-01-19,18S R1,0.13225438,0.21747854,0.2646295,0.51789194,0.08522418,1229.8455,164.5546,0.22969785,,0.6031161,2024
2024-01-19,18S R2,0.09601826,0.18944626,0.21320964,0.59734404,0.093428,1108.236,159.67708,0.19993529,,0.69077206,2024
2024-01-19,19N,0.10048396,0.23216562,0.2159996,0.5518348,0.13168167,1057.7212,163.75713,0.20734073,,0.6835165,2024
2024-01-20,17N,0.11481645,0.14322448,0.27603403,0.58074147,0.028408019,1414.1879,156.7356,0.20725575,,0.60914946,2024
2024-01-20,17S R1,0.13017471,0.14019178,0.31521353,0.5445947,0.0100170635,1628.5278,158.99362,0.22360604,,0.55461174,2024
2024-01-20,17S R2,0.13435358,0.14580537,0.26769388,0.5865007,0.011451789,1363.8948,156.44102,0.19751003,,0.59795254,2024
2024-01-20,17S R3,0.08179643,0.12612161,0.27466935,0.599209,0.044325188,1450.7495,163.73956,0.20910943,,0.64353424,2024
2024-01-20,18S R1,0.13409983,0.21796732,0.26324582,0.51878685,0.083867475,1222.0607,163.92227,0.2290443,,0.60265434,2024
2024-01-20,18S R2,0.09787328,0.18982083,0.2115524,0.59862673,0.091947556,1101.4153,159.04341,0.19938852,,0.6905743,2024
2024-01-20,19N,0.102136225,0.23242594,0.21469584,0.5528782,0.13028975,1051.3507,163.18312,0.20679666,,0.68316793,2024
2024-01-21,17N,0.11627236,0.1438795,0.27435693,0.58176357,0.027607147,1406.6196,156.12923,0.20662525,,0.60937065,2024
2024-01-21,17S R1,0.13165174,0.14105065,0.31329405,0.5456553,0.00939892,1619.327,158.67313,0.22283898,,0.5550542,2024
2024-01-21,17S R2,0.1359284,0.14671427,0.26577306,0.58751273,0.010785869,1356.8009,156.04567,0.19684394,,0.5982986,2024
2024-01-21,17S R3,0.08317798,0.1265269,0.27298966,0.6004835,0.043348927,1442.7906,162.87459,0.20846131,,0.6438323,2024
2024-01-21,18S R1,0.1358808,0.21851489,0.26183218,0.51965296,0.082634084,1214.188,163.28427,0.22837979,,0.602287,2024
2024-01-21,18S R2,0.0996748,0.19030473,0.2098422,0.5998531,0.09062993,1094.5184,158.35915,0.19882727,,0.690483,2024
2024-01-21,19N,0.10373373,0.2327755,0.2133541,0.55387044,0.12904176,1044.9435,162.55324,0.20624691,,0.68291223,2024
2024-01-22,17N,0.117687255,0.14456706,0.27261564,0.5828173,0.02687981,1398.9467,155.57181,0.20597947,,0.60969716,2024
2024-01-22,17S R1,0.13307658,0.14190915,0.3113208,0.54677004,0.008832578,1610.0024,158.37352,0.2220546,,0.5556026,2024
2024-01-22,17S R2,0.13745156,0.1476372,0.26379862,0.58856416,0.010185644,1349.6049,155.6965,0.19616607,,0.5987498,2024
2024-01-22,17S R3,0.08452027,0.12700786,0.27123168,0.60176045,0.042487595,1434.7119,162.01848,0.20779316,,0.644248,2024
2024-01-22,18S R1,0.13759945,0.21911891,0.26038903,0.5204921,0.08151945,1206.2258,162.6048,0.22770452,,0.60201156,2024
2024-01-22,18S R2,0.10142363,0.19089526,0.20808035,0.6010244,0.089471646,1087.5382,157.65433,0.19825229,,0.690496,2024
2024-01-22,19N,0.1052783,0.23320961,0.21197604,0.5548144,0.1279313,1038.4874,161.8517,0.20569181,,0.6827457,2024
2024-01-23,17N,0.11906349,0.14528953,0.2707979,0.5839126,0.026226023,1391.1912,155.06337,0.20531313,,0.6101386,2024
2024-01-23,17S R1,0.13445133,0.14276597,0.30927932,0.5479547,0.008314632,1600.5806,158.09483,0.22124569,,0.5562694,2024
2024-01-23,17S R2,0.13892555,0.14857666,0.26175386,0.58966947,0.009651113,1342.3365,155.39348,0.19546859,,0.5993206,2024
2024-01-23,17S R3,0.08581973,0.12756716,0.26938096,0.60305184,0.041747432,1426.5508,161.1713,0.207099,,0.64479923,2024
2024-01-23,18S R1,0.13925232,0.2197786,0.25891846,0.5213029,0.08052627,1198.1816,161.88388,0.22701932,,0.60182923,2024
2024-01-23,18S R2,0.103114426,0.19160055,0.20626172,0.6021378,0.08848611,1080.496,156.9289,0.1976615,,0.6906239,2024
2024-01-23,19N,0.10676579,0.23372744,0.21056236,0.5557102,0.12696165,1031.9956,161.07854,0.20513134,,0.68267184,2024
2024-01-24,17N,0.12039818,0.14604598,0.26890814,0.5850459,0.025647802,1383.3624,154.60384,0.20462798,,0.6106937,2024
2024-01-24,17S R1,0.13577372,0.14362021,0.30717468,0.5492051,0.007846489,1591.0731,157.83702,0.22041433,,0.5570516,2024
2024-01-24,17S R2,0.14034726,0.14953183,0.259644,0.5908241,0.009184563,1335.0032,155.13663,0.19475368,,0.6000087,2024
2024-01-24,17S R3,0.08707309,0.12820424,0.26744354,0.60435224,0.041131146,1418.3148,160.33301,0.20638116,,0.6454834,2024
2024-01-24,18S R1,0.14083613,0.22049281,0.25742292,0.5220843,0.07965667,1190.063,161.12148,0.22632514,,0.60174096,2024
2024-01-24,18S R2,0.10474308,0.19241774,0.20439176,0.6031904,0.08767467,1073.3988,156.18283,0.19705643,,0.69086516,2024
2024-01-24,19N,0.108193256,0.2343273,0.20911661,0.5565561,0.12613405,1025.4746,160.2337,0.20456657,,0.68269014,2024
2024-01-25,17N,0.1216887,0.14683416,0.2669515,0.58621436,0.025145466,1375.4703,154.19325,0.2039258,,0.6113598,2024
2024-01-25,17S R1,0.1370414,0.14447223,0.30501154,0.5505162,0.007430826,1581.4933,157.60016,0.21956284,,0.55794704,2024
2024-01-25,17S R2,0.14171457,0.15049765,0.25747576,0.5920266,0.008783082,1327.6139,154.92593,0.19402345,,0.6008097,2024
2024-01-25,17S R3,0.088277355,0.12891743,0.2654258,0.60565674,0.04064008,1410.0125,159.50363,0.20564196,,0.64629686,2024
2024-01-25,18S R1,0.14234786,0.22125998,0.2559052,0.52283484,0.078912154,1181.8784,160.31764,0.22562304,,0.6017469,2024
2024-01-25,18S R2,0.10630572,0.19334362,0.20247619,0.6041802,0.0870379,1066.2549,155.41618,0.1964386,,0.691218,2024
2024-01-25,19N,0.10955792,0.23500694,0.20764257,0.5573505,0.12544903,1018.9326,159.31721,0.20399857,,0.6827995,2024
2024-01-26,17N,0.12293253,0.14765218,0.2649331,0.58741474,0.024719635,1367.5253,153.83165,0.20320834,,0.6121343,2024
2024-01-26,17S R1,0.1382528,0.14531976,0.30279592,0.55188435,0.0070669716,1571.8552,157.38419,0.21869345,,0.5589513,2024
2024-01-26,17S R2,0.14302501,0.151473,0.25525483,0.5932722,0.008447997,1320.178,154.76137,0.19328006,,0.6017202,2024
2024-01-26,17S R3,0.08942967,0.12970553,0.26333424,0.6069602,0.040275875,1401.6538,158.68317,0.2048838,,0.6472361,2024
2024-01-26,18S R1,0.14378451,0.22207817,0.25436842,0.52355343,0.07829365,1173.638,159.4723,0.22491418,,0.60184705,2024
2024-01-26,18S R2,0.10779873,0.19437428,0.20052114,0.60510457,0.08657555,1059.0729,154.62892,0.19580956,,0.6916801,2024
2024-01-26,19N,0.11085712,0.23576353,0.20614444,0.55809206,0.12490643,1012.3779,158.3291,0.20342852,,0.6829985,2024
2024-01-27,17N,0.124127276,0.1484981,0.26285848,0.5886434,0.024370851,1359.5396,153.40897,0.20247741,,0.6130143,2024
2024-01-27,17S R1,0.13940626,0.14616169,0.30053335,0.553305,0.006755427,1562.1743,157.07297,0.21780847,,0.56006044,2024
2024-01-27,17S R2,0.14427592,0.15245676,0.2529871,0.5945562,0.008180847,1312.7065,154.50551,0.19252568,,0.602737,2024
2024-01-27,17S R3,0.09052739,0.13056651,0.26117593,0.6082576,0.040039126,1393.2489,157.78238,0.20410913,,0.6482967,2024
2024-01-27,18S R1,0.14514352,0.22294496,0.252816,0.52423906,0.07780143,1165.3513,158.51805,0.22419976,,0.6020404,2024
2024-01-27,18S R2,0.10921874,0.19550534,0.1985331,0.6059615,0.0862866,1051.8623,153.7512,0.19517094,,0.69224817,2024
2024-01-27,19N,0.11208837,0.23659377,0.20462674,0.55877954,0.12450542,1005.8197,157.21246,0.20285755,,0.6832849,2024
2024-01-28,17N,0.12523164,0.14936195,0.260753,0.589885,0.02413033,1351.5465,152.92526,0.20174228,,0.6140153,2024
2024-01-28,17S R1,0.140467,0.14699297,0.2982517,0.55475533,0.006525957,1552.4763,156.66653,0.21691911,,0.56128126,2024
2024-01-28,17S R2,0.1454284,0.15344138,0.25070262,0.59585595,0.008013002,1305.212,154.15836,0.191773,,0.603869,2024
2024-01-28,17S R3,0.091521725,0.13148524,0.25898847,0.6095263,0.039963514,1384.827,156.80128,0.20333356,,0.6494898,2024
2024-01-28,18S R1,0.14637087,0.22382401,0.25127828,0.5248977,0.077453144,1157.0862,157.45488,0.2234866,,0.6023509,2024
2024-01-28,18S R2,0.11051365,0.19669151,0.19654086,0.60676765,0.08617787,1044.6759,152.78305,0.19453157,,0.6929455,2024
2024-01-28,19N,0.11320155,0.23745777,0.20311807,0.55942416,0.12425623,999.3152,155.96727,0.2022931,,0.68368036,2024
2024-01-29,17N,0.12625504,0.15024367,0.25861427,0.591142,0.023988625,1343.5159,152.3805,0.2010024,,0.6151306,2024
2024-01-29,17S R1,0.14144357,0.14781503,0.29594672,0.55623823,0.0063714525,1542.7242,156.16487,0.21602458,,0.56260973,2024
2024-01-29,17S R2,0.14649212,0.15442543,0.24839883,0.5971757,0.007933315,1297.6665,153.7199,0.19102144,,0.60510904,2024
2024-01-29,17S R3,0.092422865,0.13246158,0.25676855,0.6107699,0.04003871,1376.3596,155.73991,0.202556,,0.65080863,2024
2024-01-29,18S R1,0.1474804,0.22471787,0.24975072,0.5255315,0.077237464,1148.8094,156.28279,0.22277384,,0.6027689,2024
2024-01-29,18S R2,0.11169563,0.19793433,0.19454293,0.6075227,0.086238705,1037.4855,151.72441,0.19389124,,0.69376135,2024
2024-01-29,19N,0.11420937,0.23835541,0.20161624,0.5600283,0.12414608,992.8412,154.59357,0.20173444,,0.68417436,2024
