Date,Pasture,Ecosite,Plot,Transect,Distance,High East,Low East,Spp East,High West,Low West,Spp West,MeanHigh,MeanLow,Notes
10/11/2017,25NW,Uplands,4,4,12,30,3,bogr,33,3,bogr,31.5,3,
10/11/2017,25NW,Uplands,4,4,15,16,3,bogr,24,3,bogr,20,3,
10/11/2017,25NW,Uplands,4,4,18,24,5,bogr,20,2,bogr,22,3.5,
10/11/2017,25NW,Uplands,4,4,21,14,1,bogr,14,2,bogr,14,1.5,
10/11/2017,25NW,Uplands,4,4,24,26,3,cadu,12,3,pasm,19,3,
10/11/2017,25NW,Uplands,3,1,3,10,4,pasm,17,7,pasm,13.5,5.5,
10/11/2017,25NW,Uplands,3,1,6,21,5,pasm,23,3,bogr,22,4,
10/11/2017,25NW,Uplands,3,1,9,18,3,pasm,16,3,pasm,17,3,
10/11/2017,25NW,Uplands,3,1,12,22,3,pasm,24,5,pasm,23,4,
10/11/2017,25NW,Uplands,3,1,15,22,5,bogr,25,6,pasm,23.5,5.5,
10/11/2017,25NW,Uplands,3,1,18,14,2,cadu,7,3,cadu,10.5,2.5,
10/11/2017,25NW,Uplands,3,1,21,10,3,cadu,20,3,arpu,15,3,
10/11/2017,25NW,Uplands,3,1,24,16,2,bogr,13,3,arpu,14.5,2.5,
10/11/2017,25NW,Uplands,3,2,3,3,1,bogr,6,1,bogr,4.5,1,
10/11/2017,25NW,Uplands,3,2,6,10,2,bogr,6,2,bogr,8,2,
10/11/2017,25NW,Uplands,3,2,9,10,2,bogr,5,2,bogr,7.5,2,
10/11/2017,25NW,Uplands,3,2,12,5,3,bogr,6,3,buda,5.5,3,
10/11/2017,25NW,Uplands,3,2,15,6,3,buda,8,3,buda,7,3,
10/11/2017,25NW,Uplands,3,2,18,7,2,bogr,5,1,bogr,6,1.5,
10/11/2017,25NW,Uplands,3,2,21,14,1,crmi,19,2,cadu,16.5,1.5,
10/11/2017,25NW,Uplands,3,2,24,5,2,bogr,7,2,bogr,6,2,
10/11/2017,25NW,Uplands,3,3,3,24,2,bogr,5,1,bogr,14.5,1.5,
10/11/2017,25NW,Uplands,3,3,6,5,1,bogr,8,2,cadu,6.5,1.5,
10/11/2017,25NW,Uplands,3,3,9,16,3,cadu,4,1,bogr,10,2,
10/11/2017,25NW,Uplands,3,3,12,15,1,cadu,3,2,bogr,9,1.5,
10/11/2017,25NW,Uplands,3,3,15,10,2,cadu,17,1,cadu,13.5,1.5,
10/11/2017,25NW,Uplands,3,3,18,7,1,bogr,28,1,cadu,17.5,1,
10/11/2017,25NW,Uplands,3,3,21,14,2,bogr,10,2,oppo,12,2,
10/11/2017,25NW,Uplands,3,3,24,5,1,bogr,16,2,bogr,10.5,1.5,
10/11/2017,25NW,Uplands,3,4,3,6,3,bogr,26,3,bogr,16,3,
10/11/2017,25NW,Uplands,3,4,6,17,4,pasm,23,5,eref,20,4.5,Cow pie in E
10/11/2017,25NW,Uplands,3,4,9,21,3,bogr,8,2,bogr,14.5,2.5,
10/11/2017,25NW,Uplands,3,4,12,26,2,bogr,14,3,bogr,20,2.5,
10/11/2017,25NW,Uplands,3,4,15,27,3,arpu,12,2,bogr,19.5,2.5,
10/11/2017,25NW,Uplands,3,4,18,22,3,pasm,29,7,pasm,25.5,5,
10/11/2017,25NW,Uplands,3,4,21,10,2,bogr,11,4,bogr,10.5,3,
10/11/2017,25NW,Uplands,3,4,24,16,2,bogr,22,7,pasm,19,4.5,
10/11/2017,25NW,Uplands,2,1,3,16,4,spco,8,1,bogr,12,2.5,
10/11/2017,25NW,Uplands,2,1,6,20,3,bogr,23,3,bogr,21.5,3,
10/11/2017,25NW,Uplands,2,1,9,2,1,bogr,20,2,bogr,11,1.5,
10/11/2017,25NW,Uplands,2,1,12,36,3,bogr,24,3,pasm,30,3,
10/11/2017,25NW,Uplands,2,1,15,13,2,pasm,34,3,arpu,23.5,2.5,
10/11/2017,25NW,Uplands,2,1,18,11,1,bogr,12,3,pasm,11.5,2,
10/11/2017,25NW,Uplands,2,1,21,16,3,pasm,14,4,pasm,15,3.5,
10/11/2017,25NW,Uplands,2,1,24,20,3,bogr,20,2,arpu,20,2.5,
10/11/2017,25NW,Uplands,2,2,3,21,2,pasm,21,1,pasm,21,1.5,
10/11/2017,25NW,Uplands,2,2,6,21,3,pasm,44,9,yugl,32.5,6,
10/11/2017,25NW,Uplands,2,2,9,13,1,bogr,11,2,bogr,12,1.5,
10/11/2017,25NW,Uplands,2,2,12,13,3,bogr,22,1,bogr,17.5,2,
10/11/2017,25NW,Uplands,2,2,15,21,2,arpu,16,2,bogr,18.5,2,
10/11/2017,25NW,Uplands,2,2,18,26,2,pasm,30,5,pasm,28,3.5,
10/11/2017,25NW,Uplands,2,2,21,14,1,arpu,19,3,pasm,16.5,2,
10/11/2017,25NW,Uplands,2,2,24,23,3,pasm,21,1,bogr,22,2,
10/11/2017,25NW,Uplands,2,3,3,15,1,bogr,27,2,arpu,21,1.5,
10/11/2017,25NW,Uplands,2,3,6,18,1,bogr,14,3,gusa,16,2,
10/11/2017,25NW,Uplands,2,3,9,6,1,bogr,11,1,bogr,8.5,1,
10/11/2017,25NW,Uplands,2,3,12,11,6,gusa,19,3,bogr,15,4.5,
10/11/2017,25NW,Uplands,2,3,15,32,3,pasm,21,1,pasm,26.5,2,
10/11/2017,25NW,Uplands,2,3,18,22,3,arpu,19,1,pasm,20.5,2,
10/11/2017,25NW,Uplands,2,3,21,20,5,gusa,19,2,pasm,19.5,3.5,
10/11/2017,25NW,Uplands,2,3,24,24,5,gusa,15,5,pasm,19.5,5,
10/11/2017,25NW,Uplands,2,4,3,12,2,bogr,14,3,bogr,13,2.5,
10/11/2017,25NW,Uplands,2,4,6,27,5,arpu,12,2,bogr,19.5,3.5,
10/11/2017,25NW,Uplands,2,4,9,20,2,bogr,29,3,arpu,24.5,2.5,
10/11/2017,25NW,Uplands,2,4,12,22,5,bogr,16,3,bogr,19,4,
10/11/2017,25NW,Uplands,2,4,15,11,4,pasm,20,6,bogr,15.5,5,
10/11/2017,25NW,Uplands,2,4,18,23,4,eref,6,2,bogr,14.5,3,
10/11/2017,25NW,Uplands,2,4,21,10,2,pasm,8,2,bogr,9,2,
10/11/2017,25NW,Uplands,2,4,24,12,3,bogr,17,2,bogr,14.5,2.5,
10/11/2017,25NW,Uplands,1,1,3,5,2,bogr,10,2,bogr,7.5,2,
10/11/2017,25NW,Uplands,1,1,6,8,3,bogr,19,2,bogr,13.5,2.5,
10/11/2017,25NW,Uplands,1,1,9,6,3,bogr,8,2,bogr,7,2.5,
10/11/2017,25NW,Uplands,1,1,12,6,2,bogr,5,2,bogr,5.5,2,
10/11/2017,25NW,Uplands,1,1,15,12,3,bogr,7,2,bogr,9.5,2.5,
10/11/2017,25NW,Uplands,1,1,18,15,3,bogr,7,3,bogr,11,3,
10/11/2017,25NW,Uplands,1,1,21,6,3,bogr,8,0,bogr,7,1.5,
10/11/2017,25NW,Uplands,1,1,24,6,3,bogr,10,3,bogr,8,3,
10/11/2017,25NW,Uplands,1,2,3,4,1,bogr,11,1,bogr,7.5,1,
10/11/2017,25NW,Uplands,1,2,6,15,2,bogr,12,2,bogr,13.5,2,
10/11/2017,25NW,Uplands,1,2,9,19,3,bogr,10,2,bogr,14.5,2.5,
10/11/2017,25NW,Uplands,1,2,12,3,3,bogr,5,2,bogr,4,2.5,
10/11/2017,25NW,Uplands,1,2,15,10,2,bogr,4,1,bogr,7,1.5,
10/11/2017,25NW,Uplands,1,2,18,5,1,bogr,1,1,bogr,3,1,
10/11/2017,25NW,Uplands,1,2,21,22,3,bogr,12,1,bogr,17,2,
10/11/2017,25NW,Uplands,1,2,24,10,1,bogr,4,1,bogr,7,1,
10/11/2017,25NW,Uplands,1,3,3,4,1,bogr,15,2,bogr,9.5,1.5,
10/11/2017,25NW,Uplands,1,3,6,3,3,bogr,6,2,bogr,4.5,2.5,
10/11/2017,25NW,Uplands,1,3,9,63,2,bogr,6,3,bogr,34.5,2.5,
10/11/2017,25NW,Uplands,1,3,12,14,1,bogr,7,2,bogr,10.5,1.5,
10/11/2017,25NW,Uplands,1,3,15,26,3,bogr,7,3,bogr,16.5,3,
10/11/2017,25NW,Uplands,1,3,18,7,3,bogr,14,1,bogr,10.5,2,
10/11/2017,25NW,Uplands,1,3,21,17,2,pasm,6,2,bogr,11.5,2,
10/11/2017,25NW,Uplands,1,3,24,15,3,bogr,7,2,bogr,11,2.5,
10/11/2017,25NW,Uplands,1,4,3,8,2,bogr,5,1,bogr,6.5,1.5,
10/11/2017,25NW,Uplands,1,4,6,16,2,bogr,7,2,bogr,11.5,2,
10/11/2017,25NW,Uplands,1,4,9,16,2,bogr,22,5,arpu,19,3.5,
10/11/2017,25NW,Uplands,1,4,12,21,2,arpu,10,2,bogr,15.5,2,
10/11/2017,25NW,Uplands,1,4,15,5,2,bogr,6,2,bogr,5.5,2,
10/11/2017,25NW,Uplands,1,4,18,3,2,bogr,4,2,bogr,3.5,2,
10/11/2017,25NW,Uplands,1,4,21,7,3,bogr,9,2,bogr,8,2.5,
10/11/2017,25NW,Uplands,1,4,24,8,0,bogr,13,0,bogr,10.5,0,
10/5/2017,22E,PDOG,4,1,3,5,3,bogr,14,2,pasm,9.5,2.5,
10/5/2017,22E,PDOG,4,1,6,25,12,arfr,19,3,bogr,22,7.5,
10/5/2017,22E,PDOG,4,1,9,18,8,pasm,20,1,pasm,19,4.5,
10/5/2017,22E,PDOG,4,1,12,31,5,pasm,14,2,pasm,22.5,3.5,
10/5/2017,22E,PDOG,4,1,15,22,1,pasm,26,4,gusa,24,2.5,
10/5/2017,22E,PDOG,4,1,18,16,1,pasm,20,2,pasm,18,1.5,
10/5/2017,22E,PDOG,4,1,21,24,1,pasm,27,4,pasm,25.5,2.5,
10/5/2017,22E,PDOG,4,1,24,4,1,buda,14,4,gusa,9,2.5,
10/5/2017,22E,PDOG,4,2,3,20,7,pasm,30,7,pasm,25,7,
10/5/2017,22E,PDOG,4,2,6,9,1,pasm,10,1,pasm,9.5,1,
10/5/2017,22E,PDOG,4,2,9,21,7,pasm,14,1,pasm,17.5,4,
10/5/2017,22E,PDOG,4,2,12,28,5,pasm,26,7,arfr,27,6,
10/5/2017,22E,PDOG,4,2,15,23,3,pasm,34,15,arfr,28.5,9,
10/5/2017,22E,PDOG,4,2,18,20,3,pasm,24,3,pasm,22,3,
10/5/2017,22E,PDOG,4,2,21,16,3,pasm,32,4,pasm,24,3.5,
10/5/2017,22E,PDOG,4,2,24,19,2,pasm,43,20,atca,31,11,
10/5/2017,22E,PDOG,4,3,3,23,6,pasm,26,4,arfr,24.5,5,
10/5/2017,22E,PDOG,4,3,6,31,20,arfr,33,13,arfr,32,16.5,
10/5/2017,22E,PDOG,4,3,9,24,5,pasm,32,3,pasm,28,4,
10/5/2017,22E,PDOG,4,3,12,29,3,arfr,12,3,pasm,20.5,3,
10/5/2017,22E,PDOG,4,3,15,28,3,pasm,24,7,pasm,26,5,
10/5/2017,22E,PDOG,4,3,18,20,9,arfr,25,3,pasm,22.5,6,
10/5/2017,22E,PDOG,4,3,21,16,3,pasm,22,5,arfr,19,4,
10/5/2017,22E,PDOG,4,3,24,14,3,pasm,26,7,arfr,20,5,
10/5/2017,22E,PDOG,4,4,3,16,2,pasm,20,8,pasm,18,5,
10/5/2017,22E,PDOG,4,4,6,20,2,pasm,22,7,pasm,21,4.5,
10/5/2017,22E,PDOG,4,4,9,20,2,pasm,31,9,pasm,25.5,5.5,
10/5/2017,22E,PDOG,4,4,12,16,5,pasm,20,10,arfr,18,7.5,
10/5/2017,22E,PDOG,4,4,15,19,2,pasm,20,5,oppo,19.5,3.5,
10/5/2017,22E,PDOG,4,4,18,19,2,pasm,16,4,pasm,17.5,3,
10/5/2017,22E,PDOG,4,4,21,20,5,pasm,20,3,pasm,20,4,
10/5/2017,22E,PDOG,4,4,24,24,5,pasm,32,3,pasm,28,4,
10/5/2017,22E,PDOG,3,1,3,7,1,bogr,7,4,bogr,7,2.5,
10/5/2017,22E,PDOG,3,1,6,3,2,bogr,4,2,bogr,3.5,2,
10/5/2017,22E,PDOG,3,1,9,7,1,bogr,5,3,bogr,6,2,
10/5/2017,22E,PDOG,3,1,12,3,2,bogr,9,1,bogr,6,1.5,
10/5/2017,22E,PDOG,3,1,15,20,1,bogr,12,3,crmi,16,2,
10/5/2017,22E,PDOG,3,1,18,13,1,bogr,10,3,bogr,11.5,2,
10/5/2017,22E,PDOG,3,1,21,5,2,bogr,20,3,arfr,12.5,2.5,
10/5/2017,22E,PDOG,3,1,24,3,2,bogr,22,3,oppo,12.5,2.5,
10/5/2017,22E,PDOG,3,2,3,24,2,pasm,24,8,pasm,24,5,
10/5/2017,22E,PDOG,3,2,6,14,4,bogr,25,4,bogr,19.5,4,
10/5/2017,22E,PDOG,3,2,9,8,2,bogr,16,6,oppo,12,4,
10/5/2017,22E,PDOG,3,2,12,10,2,bogr,18,5,bogr,14,3.5,
10/5/2017,22E,PDOG,3,2,15,12,4,bogr,10,3,bogr,11,3.5,
10/5/2017,22E,PDOG,3,2,18,30,8,bogr,18,2,bogr,24,5,
10/5/2017,22E,PDOG,3,2,21,19,1,bogr,18,4,bogr,18.5,2.5,
10/5/2017,22E,PDOG,3,2,24,24,2,bogr,14,4,arfr,19,3,
10/5/2017,22E,PDOG,3,3,3,1,1,bogr,11,3,bogr,6,2,
10/5/2017,22E,PDOG,3,3,6,4,1,bogr,10,3,bogr,7,2,
10/5/2017,22E,PDOG,3,3,9,6,1,bogr,32,16,arfr,19,8.5,
10/5/2017,22E,PDOG,3,3,12,12,1,bogr,10,3,bogr,11,2,
10/5/2017,22E,PDOG,3,3,15,10,1,bogr,4,3,bogr,7,2,
10/5/2017,22E,PDOG,3,3,18,27,18,arfr,7,3,bogr,17,10.5,
10/5/2017,22E,PDOG,3,3,21,20,2,arfr,7,3,bogr,13.5,2.5,
10/5/2017,22E,PDOG,3,3,24,10,2,bogr,23,10,arfr,16.5,6,
10/5/2017,22E,PDOG,3,4,3,18,1,pasm,25,7,pasm,21.5,4,
