Week,Pasture,Date,Plot,Reading_No,High,Low,H.Spp,Spp,G_B,Comments,Screen1,Biomass_lbs_ac
0,20NW,05/18/2022,4,8,14,0,heco,bare,b,,0,406.463
0,20NW,05/18/2022,4,9,12,7,heco,heco,b,,0,956.928
0,20NW,05/18/2022,4,10,35,4,bogr,bogr,b,,0,1379.233
0,20NW,05/18/2022,4,11,16,9,heco,heco,b,,0,1250.094
0,20NW,05/18/2022,4,12,20,6,agcr,heco,b,,0,1107.605
0,20NW,05/18/2022,4,13,35,2,bogr,bogr,b,,0,1204.971
0,20NW,05/18/2022,4,14,36,5,bogr,bogr,b,,0,1496.09
0,20NW,05/18/2022,4,15,31,6,bogr,bogr,b,,0,1434.591
0,20NW,05/18/2022,4,16,50,4,bogr,heco,b,,0,1825.123
0,20NW,05/18/2022,4,17,18,6,heco,heco,b,,0,1048.153
0,20NW,05/18/2022,4,18,16,4,SD,heco,b,,1,
0,20NW,05/18/2022,4,19,10,2,heco,heco,b,,0,461.821
0,20NW,05/18/2022,4,20,32,2,bogr,bogr,b,,0,1115.793
0,20NW,05/18/2022,4,21,28,4,bogr,bogr,b,,0,1171.151
0,20NW,05/18/2022,4,22,42,4,bogr,heco,b,,0,1587.315
0,20NW,05/18/2022,4,23,24,2,bogr,heco,b,,0,877.985
0,20NW,05/18/2022,4,24,39,10,SD,heco,b,,1,
0,20NW,05/18/2022,4,25,50,1,SD,heco,b,,1,
0,25NW,05/18/2022,1,1,13,3,bogr,buda,b,,0,638.13
0,25NW,05/18/2022,1,2,6,2,vuoc,buda,b,,1,
0,25NW,05/18/2022,1,3,2,0,bogr,bare,b,,0,49.751
0,25NW,05/18/2022,1,4,4,3,bogr,bogr,b,,0,370.596
0,25NW,05/18/2022,1,5,3,1,cadu,bogr,g,,0,166.608
0,25NW,05/18/2022,1,6,0,0,,bare,,,0,-9.701
0,25NW,05/18/2022,1,7,0,0,,bare,,,0,-9.701
0,25NW,05/18/2022,1,8,1,0,bogr,bare,g,,0,20.025
0,25NW,05/18/2022,1,9,1,1,bogr,bogr,g,,0,107.156
0,25NW,05/18/2022,1,10,7,4,bogr,oppo,b,,1,
0,25NW,05/18/2022,1,11,2,2,buda,buda,b,,0,224.013
0,25NW,05/18/2022,1,12,5,1,vuoc,bogr,b,,1,
0,25NW,05/18/2022,1,13,2,1,bogr,bogr,g,,0,136.882
0,25NW,05/18/2022,1,14,2,2,buda,buda,b,,0,224.013
0,25NW,05/18/2022,1,15,3,2,buda,buda,b,,0,253.739
0,25NW,05/18/2022,1,16,3,2,buda,buda,b,,0,253.739
0,25NW,05/18/2022,1,17,1,0,bogr,bare,b,,0,20.025
0,25NW,05/18/2022,1,18,3,2,bogr,buda,b,,0,253.739
0,25NW,05/18/2022,1,19,2,2,buda,buda,b,,0,224.013
0,25NW,05/18/2022,1,20,17,3,bogr,buda,g,,0,757.034
0,25NW,05/18/2022,1,21,2,1,buda,buda,b,,0,136.882
0,25NW,05/18/2022,1,22,1,1,buda,buda,b,,0,107.156
0,25NW,05/18/2022,1,23,2,1,buda,buda,b,,0,136.882
0,25NW,05/18/2022,1,24,15,2,bogr,buda,b,,0,610.451
0,25NW,05/18/2022,1,25,3,3,buda,buda,b,,0,340.87
0,25NW,05/18/2022,2,1,16,3,pasm,cadu,g,,0,727.308
0,25NW,05/18/2022,2,2,12,0,pasm,bare,g,,0,347.011
0,25NW,05/18/2022,2,3,8,1,heco,pasm,b ,,0,315.238
0,25NW,05/18/2022,2,4,26,0,pasm,bare,b,,0,763.175
0,25NW,05/18/2022,2,5,32,3,bogr,bogr,b,,0,1202.924
0,25NW,05/18/2022,2,6,30,0,bogr,bare,b,,0,882.079
0,25NW,05/18/2022,2,7,4,3,bogr,bogr,b,,0,370.596
0,25NW,05/18/2022,2,8,19,6,pasm,pasm,b,,0,1077.879
0,25NW,05/18/2022,2,9,13,1,pasm,pasm,g,,0,463.868
0,25NW,05/18/2022,2,10,20,5,bogr,cadu,b,,0,1020.474
0,25NW,05/18/2022,2,11,10,2,bogr,bogr,b,,0,461.821
0,25NW,05/18/2022,2,12,2,1,pasm,pasm,g,,0,136.882
0,25NW,05/18/2022,2,13,0,0,,bare,,,0,-9.701
0,25NW,05/18/2022,2,14,14,2,pasm,pasm,b,,0,580.725
0,25NW,05/18/2022,2,15,16,1,pasm,pasm,b,,0,553.046
0,25NW,05/18/2022,2,16,22,0,pasm,bare,b,,0,644.271
0,25NW,05/18/2022,2,17,4,2,bogr,bogr,b,,0,283.465
0,25NW,05/18/2022,2,18,12,2,pasm,pasm,b,,0,521.273
0,25NW,05/18/2022,2,19,16,3,pasm,pasm,b,,0,727.308
0,25NW,05/18/2022,2,20,15,2,SD,pasm,b,,1,
0,25NW,05/18/2022,2,21,32,3,arpu,oppo,b,,1,
0,25NW,05/18/2022,2,22,18,0,heco,bare,g,,0,525.367
0,25NW,05/18/2022,2,23,26,4,pasm,pasm,b,,0,1111.699
0,25NW,05/18/2022,2,24,16,1,pasm,pasm,b,,0,553.046
0,25NW,05/18/2022,2,25,36,8,pasm,elel,b,,1,
0,25NW,05/18/2022,3,1,11,3,vuoc,bogr,b,,1,
0,25NW,05/18/2022,3,2,23,2,bogr,bogr,b,,0,848.259
0,25NW,05/18/2022,3,3,12,1,bogr,cadu,b,,0,434.142
0,25NW,05/18/2022,3,4,31,5,bogr,cadu,b,,0,1347.46
0,25NW,05/18/2022,3,5,6,2,arpu,bogr,b,,1,
0,25NW,05/18/2022,3,6,11,2,bogr,bogr,b,,0,491.547
0,25NW,05/18/2022,3,7,35,1,bogr,cadu,b,,0,1117.84
0,25NW,05/18/2022,3,8,14,2,bogr,cadu,b,,0,580.725
0,25NW,05/18/2022,3,9,24,0,bogr,bare,b,,0,703.723
0,25NW,05/18/2022,3,10,30,20,bogr,bogr,b,,0,2624.699
0,25NW,05/18/2022,3,11,28,2,bogr,bogr,b,,0,996.889
0,25NW,05/18/2022,3,12,16,1,bogr,bogr,b,,0,553.046
0,25NW,05/18/2022,3,13,24,3,bogr,bogr,b,,0,965.116
0,25NW,05/18/2022,3,14,42,6,bogr,bogr,b,,0,1761.577
0,25NW,05/18/2022,3,15,11,0,bogr,bare,b,,0,317.285
0,25NW,05/18/2022,3,16,37,5,bogr,bogr,b,,0,1525.816
0,25NW,05/18/2022,3,17,22,3,bogr,cadu,b,,0,905.664
0,25NW,05/18/2022,3,18,32,2,bogr,bogr,b,,0,1115.793
0,25NW,05/18/2022,3,19,29,2,bogr,bogr,b,,0,1026.615
0,25NW,05/18/2022,3,20,14,4,bogr,cadu,b,,0,754.987
0,25NW,05/18/2022,3,21,32,2,pasm,thfi,b,,0,1115.793
0,25NW,05/18/2022,3,22,24,1,bogr,bogr,b,,0,790.854
0,25NW,05/18/2022,3,23,30,2,bogr,bogr,b,,0,1056.341
0,25NW,05/18/2022,3,24,34,3,bogr,cadu,b,,0,1262.376
0,25NW,05/18/2022,3,25,7,1,cadu,cadu,b,,0,285.512
0,25NW,05/18/2022,4,1,19,4,eref,eref,b,,1,
0,25NW,05/18/2022,4,2,27,4,heco,heco,b,,0,1141.425
0,25NW,05/18/2022,4,3,6,3,bogr,bogr,b,,0,430.048
0,25NW,05/18/2022,4,4,31,3,bogr,bogr,b,,0,1173.198
0,25NW,05/18/2022,4,5,35,8,pasm,pasm,b,,0,1727.757
0,25NW,05/18/2022,4,6,40,3,pasm,cadu,b,,0,1440.732
0,25NW,05/18/2022,4,7,30,3,bogr,bogr,b,,0,1143.472
0,25NW,05/18/2022,4,8,49,7,bogr,bogr,b,,0,2056.79
0,25NW,05/18/2022,4,9,59,5,bogr,bogr,b,,0,2179.788
0,25NW,05/18/2022,4,10,31,2,bogr,bogr,b,,0,1086.067
0,25NW,05/18/2022,4,11,23,3,pasm,bogr,b,,0,935.39
0,25NW,05/18/2022,4,12,8,0,heco,bare,b,,0,228.107
0,25NW,05/18/2022,4,13,31,5,bogr,oppo,b,,1,
0,25NW,05/18/2022,4,14,41,3,pasm,heco,b,,0,1470.458
0,25NW,05/18/2022,4,15,35,9,pasm,pasm,b,,0,1814.888
0,25NW,05/18/2022,4,16,54,7,pasm,pasm,b,,0,2205.42
0,25NW,05/18/2022,4,17,30,2,pasm,pasm,b,,0,1056.341
0,25NW,05/18/2022,4,18,26,1,pasm,pasm,b,,0,850.306
0,25NW,05/18/2022,4,19,42,6,pasm,pasm,b,,0,1761.577
0,25NW,05/18/2022,4,20,17,8,pasm,pasm,b,,0,1192.689
0,25NW,05/18/2022,4,21,23,5,pasm,pasm,b,,0,1109.652
0,25NW,05/18/2022,4,22,23,4,pasm,bogr,b,,0,1022.521
0,25NW,05/18/2022,4,23,43,5,pasm,pasm,b,,0,1704.172
0,25NW,05/18/2022,4,24,38,7,pasm,pasm,b,,0,1729.804
0,25NW,05/18/2022,4,25,47,9,pasm,pasm,b,,0,2171.6
1,20NW,05/25/2022,1,1,14,2,bogr,bogr,b,,0,580.725
1,20NW,05/25/2022,1,2,36,1,bogr,bogr,b,,0,1147.566
1,20NW,05/25/2022,1,3,66,3,SD,cadu,b,,1,
1,20NW,05/25/2022,1,4,80,2,SD,pasm,b,,1,
1,20NW,05/25/2022,1,5,6,1,heco,heco,g,,0,255.786
1,20NW,05/25/2022,1,6,52,4,SD,heco,b,,1,
1,20NW,05/25/2022,1,7,44,0,SD,bare,b,,1,
1,20NW,05/25/2022,1,8,74,6,SD,heco,b,,1,
1,20NW,05/25/2022,1,9,48,0,spcr,bare,b,,0,1417.147
1,20NW,05/25/2022,1,10,52,0,SD,bare,b,,1,
1,20NW,05/25/2022,1,11,26,4,bogr,heco,b,,0,1111.699
1,20NW,05/25/2022,1,12,10,4,bogr,bogr,b,,0,636.083
1,20NW,05/25/2022,1,13,50,6,SD,heco,b,,1,
1,20NW,05/25/2022,1,14,35,1,heco,eref,b,,1,
1,20NW,05/25/2022,1,15,18,6,heco,heco,b,,0,1048.153
1,20NW,05/25/2022,1,16,12,2,bogr,heco,b,,0,521.273
1,20NW,05/25/2022,1,17,24,8,pasm,yugl,b,,1,
1,20NW,05/25/2022,1,18,34,2,bogr,heco,b,,0,1175.245
1,20NW,05/25/2022,1,19,14,0,heco,bare,b,,0,406.463
1,20NW,05/25/2022,1,20,30,3,spcr,heco,b,,0,1143.472
1,20NW,05/25/2022,1,21,38,2,spcr,heco,b,,0,1294.149
1,20NW,05/25/2022,1,22,33,2,agcr,heco,b,,0,1145.519
1,20NW,05/25/2022,1,23,44,10,spcr,spcr,b,,0,2169.553
1,20NW,05/25/2022,1,24,38,10,agcr,heco,b,,0,1991.197
1,20NW,05/25/2022,1,25,31,1,heco,cadu,b,,0,998.936
1,20NW,05/25/2022,2,1,64,4,heco,heco,b,,0,2241.287
1,20NW,05/25/2022,2,2,71,8,spcr,spcr,b,,0,2797.893
1,20NW,05/25/2022,2,3,35,2,spcr,heco,b,,0,1204.971
1,20NW,05/25/2022,2,4,71,3,spcr,trdu,b,,0,2362.238
1,20NW,05/25/2022,2,5,66,2,spcr,spcr,b,,0,2126.477
1,20NW,05/25/2022,2,6,3,2,spcr,spcr,b,,0,253.739
1,20NW,05/25/2022,2,7,41,2,heco,heco,b,,0,1383.327
1,20NW,05/25/2022,2,8,35,2,SD,pasm,b,,1,
1,20NW,05/25/2022,2,9,30,5,pasm,spcr,b,old pasm,0,1317.734
1,20NW,05/25/2022,2,10,57,7,spcr,SD,b,osd crmi,1,
1,20NW,05/25/2022,2,11,42,7,pasm,pasm,b,,0,1848.708
1,20NW,05/25/2022,2,12,25,2,SD,pasm,b,,1,
1,20NW,05/25/2022,2,13,34,5,SD,pasm,b,,1,
1,20NW,05/25/2022,2,14,19,6,pasm,pasm,b,,0,1077.879
1,20NW,05/25/2022,2,15,69,10,SD,pasm,b,,1,
1,20NW,05/25/2022,2,16,39,6,spcr,heco,b,,0,1672.399
1,20NW,05/25/2022,2,17,70,8,SD,spcr,b,,1,
1,20NW,05/25/2022,2,18,15,6,heco,pasm,b,,0,958.975
1,20NW,05/25/2022,2,19,65,6,spcr,heco,b,,0,2445.275
1,20NW,05/25/2022,2,20,47,4,spcr,pasm,b,,0,1735.945
1,20NW,05/25/2022,2,21,43,4,spcr,heco,b,,0,1617.041
1,20NW,05/25/2022,2,22,22,8,spcr,heco,b,,0,1341.319
1,20NW,05/25/2022,2,23,65,3,SD,heco,b,osd chle,1,
1,20NW,05/25/2022,2,24,21,3,pasm,cadu,b,,0,875.938
1,20NW,05/25/2022,2,25,34,2,SD,heco,b,,1,
1,20NW,05/25/2022,3,1,42,10,heco,heco,b,,0,2110.101
1,20NW,05/25/2022,3,2,24,10,heco,heco,b,,0,1575.033
1,20NW,05/25/2022,3,3,34,2,bogr,bogr,b,,0,1175.245
1,20NW,05/25/2022,3,4,34,3,bogr,eref,b,,1,
1,20NW,05/25/2022,3,5,42,8,bogr,heco,b,,0,1935.839
1,20NW,05/25/2022,3,6,69,8,SD,pasm,b,,1,
1,20NW,05/25/2022,3,7,13,4,heco,heco,b,,0,725.261
1,20NW,05/25/2022,3,8,42,4,heco,heco,b,,0,1587.315
1,20NW,05/25/2022,3,9,32,1,bogr,bogr,b,,0,1028.662
1,20NW,05/25/2022,3,10,43,3,heco,heco,b,,0,1529.91
1,20NW,05/25/2022,3,11,17,8,heco,heco,b,,0,1192.689
1,20NW,05/25/2022,3,12,21,0,heco,bare,b,,0,614.545
1,20NW,05/25/2022,3,13,7,1,heco,heco,b,,0,285.512
1,20NW,05/25/2022,3,14,17,6,heco,heco,b,,0,1018.427
1,20NW,05/25/2022,3,15,22,0,bogr,bare,b,,0,644.271
1,20NW,05/25/2022,3,16,32,12,heco,heco,b,,0,1987.103
1,20NW,05/25/2022,3,17,28,5,heco,heco,b,,0,1258.282
1,20NW,05/25/2022,3,18,30,2,heco,heco,b,,0,1056.341
1,20NW,05/25/2022,3,19,22,8,heco,heco,b,,0,1341.319
1,20NW,05/25/2022,3,20,34,3,heco,heco,b,,0,1262.376
1,20NW,05/25/2022,3,21,32,12,heco,heco,b,,0,1987.103
1,20NW,05/25/2022,3,22,14,1,heco,heco,b,,0,493.594
1,20NW,05/25/2022,3,23,32,0,bogr,bare,b,,0,941.531
1,20NW,05/25/2022,3,24,20,1,heco,heco,b,,0,671.95
1,20NW,05/25/2022,3,25,26,0,heco,bare,b,,0,763.175
1,20NW,05/25/2022,4,1,21,7,heco,heco,b,,0,1224.462
1,20NW,05/25/2022,4,2,35,3,heco,heco,b,,0,1292.102
1,20NW,05/25/2022,4,3,33,1,bogr,heco,b,,0,1058.388
1,20NW,05/25/2022,4,4,31,1,SD,bogr,b,,1,
1,20NW,05/25/2022,4,5,11,2,heco,heco,b,,0,491.547
1,20NW,05/25/2022,4,6,18,0,bogr,bare,b,,0,525.367
1,20NW,05/25/2022,4,7,21,7,heco,heco,b,,0,1224.462
1,20NW,05/25/2022,4,8,28,4,bogr,heco,b,,0,1171.151
1,20NW,05/25/2022,4,9,7,0,bogr,bare,b,,0,198.381
1,20NW,05/25/2022,4,10,11,2,heco,heco,b,,0,491.547
1,20NW,05/25/2022,4,11,29,4,bogr,bogr,b,,0,1200.877
1,20NW,05/25/2022,4,12,42,6,heco,heco,b,,0,1761.577
1,20NW,05/25/2022,4,13,43,2,SD,heco,b,,1,
1,20NW,05/25/2022,4,14,38,3,heco,heco,b,,0,1381.28
1,20NW,05/25/2022,4,15,25,9,heco,heco,g,,0,1517.628
1,20NW,05/25/2022,4,16,35,5,bogr,bogr,b,,0,1466.364
1,20NW,05/25/2022,4,17,48,4,bogr,bogr,b,,0,1765.671
1,20NW,05/25/2022,4,18,15,4,heco,heco,b,,0,784.713
1,20NW,05/25/2022,4,19,31,7,heco,heco,b,,0,1521.722
1,20NW,05/25/2022,4,20,24,2,heco,SD,b,,1,
1,20NW,05/25/2022,4,21,8,4,heco,heco,b,,0,576.631
1,20NW,05/25/2022,4,22,27,4,heco,heco,b,,0,1141.425
1,20NW,05/25/2022,4,23,55,3,heco,cafi,b,,0,1886.622
1,20NW,05/25/2022,4,24,24,4,spcr,heco,b,,0,1052.247
1,20NW,05/25/2022,4,25,11,7,heco,heco,b,,0,927.202
1,25NW,05/25/2022,1,1,10,2,bogr,bogr,b,,0,461.821
1,25NW,05/25/2022,1,2,4,2,bogr,bogr,g,,0,283.465
1,25NW,05/25/2022,1,3,3,1,bogr,bogr,g,,0,166.608
1,25NW,05/25/2022,1,4,3,2,bogr,bogr,g,,0,253.739
1,25NW,05/25/2022,1,5,1,0,bogr,bare,g,,0,20.025
1,25NW,05/25/2022,1,6,0,0,,bare,,,0,-9.701
1,25NW,05/25/2022,1,7,3,0,bogr,bare,g,,0,79.477
1,25NW,05/25/2022,1,8,0,0,,bare,,,0,-9.701
1,25NW,05/25/2022,1,9,1,1,buda,buda,b,,0,107.156
1,25NW,05/25/2022,1,10,1,1,buda,buda,g,,0,107.156
1,25NW,05/25/2022,1,11,2,2,buda,buda,b,,0,224.013
1,25NW,05/25/2022,1,12,2,2,buda,buda,b,,0,224.013
1,25NW,05/25/2022,1,13,0,0,,bare,,,0,-9.701
1,25NW,05/25/2022,1,14,1,1,buda,buda,b,,0,107.156
1,25NW,05/25/2022,1,15,2,2,buda,buda,b,,0,224.013
1,25NW,05/25/2022,1,16,2,2,buda,buda,b,,0,224.013
1,25NW,05/25/2022,1,17,2,2,buda,buda,b,,0,224.013
1,25NW,05/25/2022,1,18,13,2,bogr,litt,b,,1,
1,25NW,05/25/2022,1,19,1,1,buda,buda,b,,0,107.156
1,25NW,05/25/2022,1,20,17,2,bogr,bogr,b,,0,669.903
1,25NW,05/25/2022,1,21,3,3,bogr,bogr,b,,0,340.87
1,25NW,05/25/2022,1,22,3,2,bogr,bogr,b,,0,253.739
1,25NW,05/25/2022,1,23,1,0,bogr,bare,b,,0,20.025
1,25NW,05/25/2022,1,24,2,2,bogr,bogr,b,,0,224.013
1,25NW,05/25/2022,1,25,2,2,bogr,bogr,b,,0,224.013
1,25NW,05/25/2022,2,1,12,2,pasm,pasm,g,,0,521.273
1,25NW,05/25/2022,2,2,16,0,pasm,bare,b,,0,465.915
1,25NW,05/25/2022,2,3,34,2,pasm,bogr,b,,0,1175.245
1,25NW,05/25/2022,2,4,24,7,pasm,pasm,b,,0,1313.64
1,25NW,05/25/2022,2,5,29,6,bogr,pasm,b,,0,1375.139
1,25NW,05/25/2022,2,6,16,2,bogr,pasm,b,,0,640.177
1,25NW,05/25/2022,2,7,31,5,pasm,pasm,b,,0,1347.46
1,25NW,05/25/2022,2,8,13,2,pasm,pasm,b,,0,550.999
1,25NW,05/25/2022,2,9,38,3,pasm,pasm,b,,0,1381.28
1,25NW,05/25/2022,2,10,9,2,pasm,pasm,g,,0,432.095
1,25NW,05/25/2022,2,11,22,4,pasm,bogr,b,,0,992.795
1,25NW,05/25/2022,2,12,10,1,pasm,pasm,g,,0,374.69
1,25NW,05/25/2022,2,13,16,6,pasm,pasm,g,,0,988.701
1,25NW,05/25/2022,2,14,16,8,pasm,pasm,b,,0,1162.963
1,25NW,05/25/2022,2,15,20,4,pasm,pasm,b,,0,933.343
1,25NW,05/25/2022,2,16,12,4,pasm,pasm,g,,0,695.535
1,25NW,05/25/2022,2,17,24,4,bogr,oppo,b,,1,
1,25NW,05/25/2022,2,18,26,4,bogr,bogr,b,,0,1111.699
1,25NW,05/25/2022,2,19,1,1,bogr,bogr,b,,0,107.156
1,25NW,05/25/2022,2,20,24,8,pasm,pasm,b,,0,1400.771
1,25NW,05/25/2022,2,21,22,4,spcr,bogr,b,,0,992.795
1,25NW,05/25/2022,2,22,32,3,bogr,bogr,b,,0,1202.924
1,25NW,05/25/2022,2,23,12,2,pasm,cadu,b,,0,521.273
1,25NW,05/25/2022,2,24,10,4,pasm,oppo,b,,1,
1,25NW,05/25/2022,2,25,28,4,pasm,spcr,b,,0,1171.151
1,25NW,05/25/2022,3,1,8,2,bogr,bogr,b,,0,402.369
1,25NW,05/25/2022,3,2,20,2,bogr,bogr,b,,0,759.081
1,25NW,05/25/2022,3,3,9,2,vuoc,bogr,b,,1,
1,25NW,05/25/2022,3,4,2,2,bogr,bogr,b,,0,224.013
1,25NW,05/25/2022,3,5,7,2,vuoc,cadu,b,,1,
1,25NW,05/25/2022,3,6,12,2,bogr,bogr,b,,0,521.273
1,25NW,05/25/2022,3,7,12,2,bogr,bogr,b,,0,521.273
1,25NW,05/25/2022,3,8,19,2,bogr,bogr,b,,0,729.355
1,25NW,05/25/2022,3,9,20,8,bogr,vuoc,b,,1,
1,25NW,05/25/2022,3,10,30,6,bogr,buda,b,,0,1404.865
1,25NW,05/25/2022,3,11,34,3,bogr,bogr,b,,0,1262.376
1,25NW,05/25/2022,3,12,23,1,bogr,cadu,b,,0,761.128
1,25NW,05/25/2022,3,13,27,0,bogr,bare,b,,0,792.901
1,25NW,05/25/2022,3,14,25,3,bogr,bogr,b,,0,994.842
1,25NW,05/25/2022,3,15,27,2,bogr,bogr,b,,0,967.163
1,25NW,05/25/2022,3,16,38,3,bogr,bogr,b,,0,1381.28
1,25NW,05/25/2022,3,17,4,4,elel,elel,g,,1,
1,25NW,05/25/2022,3,18,13,1,bogr,bogr,b,,0,463.868
1,25NW,05/25/2022,3,19,17,0,bogr,bare,b,,0,495.641
1,25NW,05/25/2022,3,20,29,1,bogr,bogr,b,,0,939.484
1,25NW,05/25/2022,3,21,31,3,bogr,bogr,b,,0,1173.198
1,25NW,05/25/2022,3,22,22,2,bogr,bogr,b,,0,818.533
1,25NW,05/25/2022,3,23,23,2,bogr,dung,b,,1,
1,25NW,05/25/2022,3,24,25,2,bogr,bogr,b,,0,907.711
