Date,Pasture,Plot,Transect,Distance,East-High,East-High-Spp,East-Low,East-Low-Spp,West-High,West-High-Spp,West-Low,West-Low-Spp,
6/15/2023,17N,1,1,6,7,BOGR,3,BOGR,5,BOGR,1,BOGR,
6/15/2023,17N,1,1,9,16,BOGR,1,BOGR,7,BOGR,1,BOGR,
6/15/2023,17N,1,1,12,11,SAIB,3,BOGR,6,SPCO,2,SAIB,
6/15/2023,17N,1,1,15,3,BOGR,0,BARE,2,CADU,0,CADU,
6/15/2023,17N,1,1,18,44,BOGR,9,BOGR,36,BOGR,5,OPPO,
6/15/2023,17N,1,1,21,14,BOGR,3,CADU,25,BOGR,4,BOGR,
6/15/2023,17N,1,1,24,7,BOGR,1,BOGR,8,BOGR,2,BOGR,
6/15/2023,17N,1,2,3,6,BUDA,1,BUDA,4,BOGR,1,BOGR,
6/15/2023,17N,1,2,6,5,BUDA,1,BUDA,0,BARE,0,BARE,
6/15/2023,17N,1,2,9,0,BARE,0,BARE,0,BARE,0,BARE,
6/15/2023,17N,1,2,12,7,BUDA,2,BUDA,10,BUDA,3,BUDA,
6/15/2023,17N,1,2,15,4,BOGR,2,BOGR,6,BOGR,2,BOGR,
6/15/2023,17N,1,2,18,10,BOGR,2,BOGR,10,BOGR,3,BOGR,
6/15/2023,17N,1,2,21,20,BOGR,1,BOGR,6,BUDA,1,BUDA,
6/15/2023,17N,1,2,24,5,BOGR,0,BARE,4,BUDA,1,BUDA,
6/15/2023,17N,1,3,3,7,BOGR,2,BOGR,2,BOGR,0,BOGR,
6/15/2023,17N,1,3,6,0,BARE,0,BARE,7,BOGR,1,BOGR,
6/15/2023,17N,1,3,9,16,ORHY,3,ORHY,13,BOGR,4,BOGR,
6/15/2023,17N,1,3,12,9,BOGR,2,BOGR,18,BOGR,1,BOGR,
6/15/2023,17N,1,3,15,5,BOGR,1,BOGR,7,BOGR,1,BOGR,
6/15/2023,17N,1,3,18,6,BOGR,0,BOGR,1,BOGR,0,BOGR,
6/15/2023,17N,1,3,21,8,VUOC,2,BOGR,13,BOGR,3,BOGR,
6/15/2023,17N,1,3,24,10,BOGR,1,CADU,6,CADU,2,BOGR,
6/15/2023,17N,1,4,3,20,HECO,2,BOGR,7,BOGR,0,BOGR,
6/15/2023,17N,1,4,6,20,HECO,2,BOGR,8,GACO,3,BOGR,
6/15/2023,17N,1,4,9,2,BUDA,1,BUDA,6,SPCO,2,SPCO,
6/15/2023,17N,1,4,12,7,SAIB,2,BOGR,14,PASM,1,BOGR,
6/15/2023,17N,1,4,15,18,PASM,4,SAIB,19,PASM,1,SPCR,
6/15/2023,17N,1,4,18,10,PASM,2,SAIB,12,SAIB,3,SAIB,
6/15/2023,17N,1,4,21,9,SAIB,2,SAIB,14,HECO,2,BOGR,
6/15/2023,17N,1,4,24,12,HECO,2,SAIB,11,BOGR,2,BOGR,
6/5/2023,17N,2,1,3,14,BOGR,2,BUDA,10,CADU,2,BOGR,
6/5/2023,17N,2,1,6,10,BOGR,1,BOGR,11,BOGR,2,BOGR,
6/5/2023,17N,2,1,9,10,BOGR,1,BOGR,8,BOGR,1,BOGR,
6/5/2023,17N,2,1,12,22,BOGR,2,BOGR,11,SAIB,3,BOGR,
6/5/2023,17N,2,1,15,9,BOGR,1,BOGR,7,BOGR,1,BOGR,
6/5/2023,17N,2,1,18,11,BOGR,3,BOGR,12,BOGR,4,BOGR,
6/5/2023,17N,2,1,21,8,SAIB,2,SAIB,12,BOGR,3,OPPO,
6/5/2023,17N,2,1,24,10,BOGR,2,BOGR,7,BOGR,2,BOGR,
6/5/2023,17N,2,2,3,16,PASM,0,BARE,22,HECO,3,EREF,
6/5/2023,17N,2,2,6,14,BOGR,4,BOGR,53,HECO,6,HECO,
6/5/2023,17N,2,2,9,7,BOGR,3,BOGR,10,BOGR,2,SAIB,
6/5/2023,17N,2,2,12,16,BOGR,1,BOGR,5,BOGR,1,BOGR,
6/5/2023,17N,2,2,15,15,BOGR,3,BOGR,30,BOGR,3,OPPO,
6/5/2023,17N,2,2,18,6,BOGR,1,BOGR,7,BOGR,2,BOGR,
6/5/2023,17N,2,2,21,10,BOGR,1,BOGR,10,BOGR,3,BOGR,
6/5/2023,17N,2,2,24,10,BOGR,1,BOGR,10,BOGR,3,BOGR,
6/5/2023,17N,2,3,3,8,BOGR,2,BOGR,7,BOGR,1,BOGR,
6/5/2023,17N,2,3,6,2,BOGR,1,BOGR,23,BOGR,2,BOGR,
6/5/2023,17N,2,3,9,4,BOGR,2,BOGR,5,BOGR,1,BOGR,
6/5/2023,17N,2,3,12,12,BOGR,2,BOGR,11,BOGR,3,BOGR,
6/5/2023,17N,2,3,15,12,BOGR,1,BOGR,5,BOGR,0,BOGR,
6/5/2023,17N,2,3,18,18,EREF,7,EREF,9,BOGR,1,BOGR,
6/5/2023,17N,2,3,21,14,ARPU,6,ARPU,7,PSTE,1,BOGR,
6/5/2023,17N,2,3,24,10,BOGR,1,BOGR,9,BOGR,2,BOGR,
6/5/2023,17N,2,4,3,9,BOGR,1,BOGR,11,BOGR,1,BOGR,
6/5/2023,17N,2,4,6,6,BOGR,2,OPPO,4,BOGR,0,BOGR,
6/5/2023,17N,2,4,9,5,BOGR,2,BOGR,7,BOGR,2,BOGR,
6/5/2023,17N,2,4,12,9,BOGR,2,BOGR,7,BOGR,1,BOGR,
6/5/2023,17N,2,4,15,7,BOGR,2,BOGR,6,BOGR,2,BOGR,
6/5/2023,17N,2,4,18,15,BOGR,1,BOGR,8,BOGR,0,BOGR,
6/5/2023,17N,2,4,21,24,HECO,4,OPPO,24,BOGR,10,OPPO,
6/5/2023,17N,2,4,24,9,SAIB,1,SAIB,23,LARE,1,BOGR,
6/7/2023,17N,3,2,3,25,DISP,9,DISP,21,DISP,3,DISP,
6/7/2023,17N,3,2,6,30,PASM,2,PASM,31,PASM,9,SPAI,
6/7/2023,17N,3,2,9,25,SPAI,5,SPAI,18,SPAI,5,SPAI,
6/7/2023,17N,3,2,12,16,PASM,4,PASM,19,PASM,5,CHLE,
6/7/2023,17N,3,2,15,24,SPAI,2,SPAI,31,HECO,5,HECO,
6/7/2023,17N,3,2,18,17,DISP,5,DISP,24,SAIB,5,SAIB,
6/7/2023,17N,3,2,21,10,SPCO,3,SPCO,10,HECO,1,SAIB,
6/7/2023,17N,3,2,24,8,BOGR,1,BOGR,8,EREF,3,BOGR,
6/6/2023,17N,5,1,3,44,PASM,4,OPPO,25,PASM,6,OPPO,
6/6/2023,17N,5,1,6,39,PASM,1,OPPO,41,PASM,8,PASM,
6/6/2023,17N,5,1,9,22,PASM,5,SAIB,12,PASM,4,SAIB,
6/6/2023,17N,5,1,12,32,PASM,8,CHLE,27,PASM,6,PASM,
6/6/2023,17N,5,1,15,38,PASM,8,OPPO,51,BOGR,6,OPPO,
6/6/2023,17N,5,1,18,24,PASM,10,PASM,18,PASM,7,PASM,
6/6/2023,17N,5,1,21,17,CADU,4,CADU,22,ELEL,8,EREF,
6/6/2023,17N,5,1,24,15,EREF,6,EREF,18,PASM,4,BOGR,
6/6/2023,17N,5,2,3,38,HECO,1,OPPO,36,HECO,1,HECO,
6/6/2023,17N,5,2,6,36,HECO,2,HECO,53,HECO,3,HECO,
6/6/2023,17N,5,2,9,39,HECO,1,BOGR,39,BOGR,4,HECO,
6/6/2023,17N,5,2,12,37,HECO,1,HECO,50,HECO,9,ELEL,
6/6/2023,17N,5,2,15,42,HECO,2,SAIB,60,HECO,1,OPPO,
6/6/2023,17N,5,2,18,64,HECO,8,HECO,62,HECO,9,ARPU,
6/6/2023,17N,5,2,21,32,HECO,1,CADU,36,HECO,5,OPPO,
6/6/2023,17N,5,2,24,16,PASM,5,OPPO,17,PASM,7,OPPO,
6/6/2023,17N,5,3,3,44,HECO,1,HECO,48,HECO,1,OPPO,
6/6/2023,17N,5,3,6,38,HECO,1,HECO,49,HECO,7,HECO,
6/6/2023,17N,5,3,9,34,HECO,2,OPPO,50,HECO,5,OPPO,
6/6/2023,17N,5,3,12,50,HECO,1,HECO,51,HECO,9,OPPO,
6/6/2023,17N,5,3,15,41,HECO,10,EREF,50,HECO,5,HECO,
6/6/2023,17N,5,3,18,48,HECO,8,EREF,44,HECO,3,EREF,
6/6/2023,17N,5,3,21,54,HECO,1,HECO,49,HECO,5,HECO,
6/6/2023,17N,5,3,24,28,HECO,5,OPPO,26,HECO,7,OPPO,
6/6/2023,17N,5,4,3,16,LEDE,1,OPPO,14,BOGR,5,OPPO,
6/6/2023,17N,5,4,6,20,PASM,5,OPPO,8,BOGR,1,BOGR,
6/6/2023,17N,5,4,9,36,HECO,5,PIOP,15,HECO,2,SPCO,
6/6/2023,17N,5,4,12,5,BOGR,1,BOGR,7,BOGR,3,OPPO,
6/6/2023,17N,5,4,15,6,BOGR,1,BOGR,40,HECO,3,HECO,
6/6/2023,17N,5,4,18,22,EREF,1,EREF,51,HECO,2,BOGR,
6/6/2023,17N,5,4,21,62,HECO,8,HECO,44,HECO,6,HECO,
6/6/2023,17N,5,4,24,42,HECO,8,OPPO,50,HECO,2,HECO,
6/6/2023,17N,6,1,3,40,HECO,6,HECO,29,HECO,2,HECO,
6/6/2023,17N,6,1,6,52,HECO,8,HECO,47,HECO,10,HECO,
6/6/2023,17N,6,1,9,49,HECO,8,HECO,53,HECO,9,HECO,
6/6/2023,17N,6,1,12,40,HECO,16,EREF,8,BOGR,0,BOGR,
6/6/2023,17N,6,1,15,34,HECO,5,BOGR,42,HECO,6,HECO,
6/6/2023,17N,6,1,18,52,HECO,6,HECO,53,HECO,6,HECO,
6/6/2023,17N,6,1,21,34,HECO,2,HECO,15,HECO,1,SAIB,
6/6/2023,17N,6,1,24,14,HECO,3,HECO,46,HECO,5,EREF,
6/6/2023,17N,6,2,3,21,PASM,5,PASM,16,PASM,2,PASM,
6/6/2023,17N,6,2,6,11,PASM,1,PASM,14,PASM,1,PASM,
6/6/2023,17N,6,2,9,10,PASM,1,PASM,18,PASM,3,PASM,
6/6/2023,17N,6,2,12,23,PASM,5,CHLE,14,PASM,3,PASM,
6/6/2023,17N,6,2,15,14,BUDA,5,BUDA,16,CADU,6,CADU,
6/6/2023,17N,6,2,18,12,BUDA,2,BUDA,12,CADU,3,BUDA,
6/6/2023,17N,6,2,21,22,JUBA,5,SAIB,24,JUBA,2,JUBA,
6/6/2023,17N,6,2,24,14,JUBA,1,UKNF,13,JUBA,2,UKNF,
6/6/2023,17N,6,3,3,34,HECO,10,EREF,22,HECO,3,CHIN,
6/6/2023,17N,6,3,6,24,HECO,11,CRMI,24,HECO,1,BOGR,
6/6/2023,17N,6,3,9,16,CRMI,10,CRMI,42,HECO,7,CRMI,
6/6/2023,17N,6,3,12,16,HECO,5,BOGR,7,BOGR,1,BOGR,
6/6/2023,17N,6,3,15,34,HECO,1,BOGR,38,HECO,3,HECO,
6/6/2023,17N,6,3,18,17,HECO,7,CRMI,10,BOGR,2,CRMI,
6/6/2023,17N,6,3,21,34,HECO,2,BOGR,48,HECO,1,OPPO,
6/6/2023,17N,6,3,24,14,CHLE,6,BOGR,11,CHLE,3,BOGR,
6/6/2023,17N,6,4,3,.,.,.,.,.,.,.,.,water
6/6/2023,17N,6,4,6,.,.,.,.,.,.,.,.,water
6/6/2023,17N,6,4,9,.,.,.,.,.,.,.,.,water
6/6/2023,17N,6,4,12,.,.,.,.,.,.,.,.,water
6/6/2023,17N,6,4,15,.,.,.,.,.,.,.,.,water
6/6/2023,17N,6,4,18,.,.,.,.,.,.,.,.,water
6/6/2023,17N,6,4,21,.,.,.,.,.,.,.,.,water
6/6/2023,17N,6,4,24,.,.,.,.,.,.,.,.,water
6/7/2023,17S,1,1,3,30,BOGR,2,OPPO,34,HECO,5,HECO,
6/7/2023,17S,1,1,6,10,BOGR,1,BOGR,18,HECO,6,OPPO,
6/7/2023,17S,1,1,9,7,BOGR,1,BOGR,11,CADU,3,BOGR,
6/7/2023,17S,1,1,12,8,BOGR,1,BOGR,8,BOGR,1,BOGR,
6/7/2023,17S,1,1,15,25,HECO,6,SPCR,16,BOGR,7,SAIB,
6/7/2023,17S,1,1,18,7,BOGR,0,BARE,15,BOGR,3,BOGR,
6/7/2023,17S,1,1,21,14,BOGR,6,OPPO,11,BOGR,3,BOGR,
6/7/2023,17S,1,1,24,28,HECO,0,BARE,11,SPCR,5,OPPO,
6/7/2023,17S,1,2,3,41,HECO,1,HECO,2,BOGR,0,BARE,
6/7/2023,17S,1,2,6,61,HECO,5,HECO,10,HECO,1,BOGR,
6/7/2023,17S,1,2,9,23,HECO,2,PSTE,9,BOGR,0,BOGR,
6/7/2023,17S,1,2,12,38,HECO,0,BARE,50,HECO,1,HECO,
6/7/2023,17S,1,2,15,24,HECO,1,BOGR,19,HECO,1,SAIB,
6/7/2023,17S,1,2,18,28,HECO,0,BARE,14,BOGR,5,BOGR,
6/7/2023,17S,1,2,21,10,CRMI,9,CRMI,12,BOGR,1,BOGR,
6/7/2023,17S,1,2,24,64,HECO,1,BOGR,11,BOGR,1,CRMI,
6/7/2023,17S,1,3,3,9,BOGR,1,BOGR,15,BOGR,3,BOGR,
6/7/2023,17S,1,3,6,13,BOGR,1,BOGR,12,BOGR,6,OPPO,
6/7/2023,17S,1,3,9,25,ARPU,2,OPPO,14,OPPO,10,OPPO,
6/7/2023,17S,1,3,12,16,BOGR,6,OPPO,9,BOGR,2,BOGR,
6/7/2023,17S,1,3,15,12,BOGR,4,BOGR,17,BOGR,5,SPCR,
6/7/2023,17S,1,3,18,10,BOGR,4,BOGR,10,BOGR,3,BOGR,
