Week,Pasture,Date,Plot,Reading_No,High,Low,Spp,G_B,Comments,Screen1,Adj_Low,Biomass_lbs_ac
Entry,17S,5/13/2020,2,25,2,1,bogr,g,,0,1,234.693
Entry,17S,5/13/2020,3,1,20,3,pasm,b,,0,3,704.079
Entry,17S,5/13/2020,3,2,17,2,pasm,b,,0,2,469.386
Entry,17S,5/13/2020,3,3,16,3,pasm,b,,0,3,704.079
Entry,17S,5/13/2020,3,4,18,12,pasm,b,,0,12,2816.316
Entry,17S,5/13/2020,3,5,12,7,pasm,g,,0,7,1642.851
Entry,17S,5/13/2020,3,6,6,11,disp,b,,0,11,2581.623
Entry,17S,5/13/2020,3,7,14,6,spai,b,,0,6,1408.158
Entry,17S,5/13/2020,3,8,18,10,pasm,b,,0,10,2346.93
Entry,17S,5/13/2020,3,9,20,4,pasm,b,,0,4,938.772
Entry,17S,5/13/2020,3,10,33,12,pasm,b,,0,12,2816.316
Entry,17S,5/13/2020,3,11,10,5,spai,b,,0,5,1173.465
Entry,17S,5/13/2020,3,12,24,9,spai,b,,0,9,2112.237
Entry,17S,5/13/2020,3,13,14,9,pasm,b,,0,9,2112.237
Entry,17S,5/13/2020,3,14,20,3,pasm,b,,0,3,704.079
Entry,17S,5/13/2020,3,15,14,11,disp,b,,0,11,2581.623
Entry,17S,5/13/2020,3,16,22,8,pasm,b,,0,8,1877.544
Entry,17S,5/13/2020,3,17,28,6,pasm,b,,0,6,1408.158
Entry,17S,5/13/2020,3,18,22,6,pasm,b,,0,6,1408.158
Entry,17S,5/13/2020,3,19,23,12,pasm,b,,0,12,2816.316
Entry,17S,5/13/2020,3,20,30,16,spai,b,,0,16,3755.088
Entry,17S,5/13/2020,3,21,23,7,heco,b,,0,7,1642.851
Entry,17S,5/13/2020,3,22,16,6,heco,b,,0,6,1408.158
Entry,17S,5/13/2020,3,23,20,6,heco,b,,0,6,1408.158
Entry,17S,5/13/2020,3,24,6,4,spai,b,,0,4,938.772
Entry,17S,5/13/2020,3,25,12,7,spai,b,,0,7,1642.851
Entry,17S,5/13/2020,4,1,26,3,elel,b,,1,,
Entry,17S,5/13/2020,4,2,9,2,bogr,b,,0,2,469.386
Entry,17S,5/13/2020,4,3,14,1,oppo,b,,1,,
Entry,17S,5/13/2020,4,4,16,5,heco,b,,0,5,1173.465
Entry,17S,5/13/2020,4,5,23,5,heco,b,,0,5,1173.465
Entry,17S,5/13/2020,4,6,3,1,bogr,b,,0,1,234.693
Entry,17S,5/13/2020,4,7,9,3,bogr,b,,0,3,704.079
Entry,17S,5/13/2020,4,8,1,1,bogr,b,,0,1,234.693
Entry,17S,5/13/2020,4,9,17,3,pasm,b,,0,3,704.079
Entry,17S,5/13/2020,4,10,8,3,oppo,b,,1,,
Entry,17S,5/13/2020,4,11,11,1,heco,b,,0,1,234.693
Entry,17S,5/13/2020,4,12,19,2,heco,b,,0,2,469.386
Entry,17S,5/13/2020,4,13,23,5,heco,b,,0,5,1173.465
Entry,17S,5/13/2020,4,14,11,2,heco,b,,0,2,469.386
Entry,17S,5/13/2020,4,15,3,1,bogr,b,,0,1,234.693
Entry,17S,5/13/2020,4,16,9,2,bogr,b,,0,2,469.386
Entry,17S,5/13/2020,4,17,9,1,heco,b,,0,1,234.693
Entry,17S,5/13/2020,4,18,9,5,oppo,b,,1,,
Entry,17S,5/13/2020,4,19,39,1,cadu,b,,0,1,234.693
Entry,17S,5/13/2020,4,20,15,2,bogr,b,,0,2,469.386
Entry,17S,5/13/2020,4,21,9,3,heco,b,,0,3,704.079
Entry,17S,5/13/2020,4,22,11,2,heco,b,,0,2,469.386
Entry,17S,5/13/2020,4,23,3,1,pasm,b,,0,1,234.693
Entry,17S,5/13/2020,4,24,16,5,heco,b,,0,5,1173.465
Entry,17S,5/13/2020,4,25,21,1,heco,b,,0,1,234.693
Entry,18S,5/13/2020,1,1,41,2,bogr,b,,0,2,469.386
Entry,18S,5/13/2020,1,2,60,2,litt,b,"lare, old season",1,,
Entry,18S,5/13/2020,1,3,14,3,bogr,b,,0,3,704.079
Entry,18S,5/13/2020,1,4,41,9,oppo,b,,1,,
Entry,18S,5/13/2020,1,5,52,19,atca,b,,1,,
Entry,18S,5/13/2020,1,6,28,3,elel,b,,1,,
Entry,18S,5/13/2020,1,7,71,2,litt,b,"chle, old season growth",1,,
Entry,18S,5/13/2020,1,8,24,5,elel,b,,1,,
Entry,18S,5/13/2020,1,9,42,7,oppo,b,,1,,
Entry,18S,5/13/2020,1,10,30,1,bogr,b,,0,1,234.693
Entry,18S,5/13/2020,1,11,3,1,bogr,g,,0,1,234.693
Entry,18S,5/13/2020,1,12,4,3,oppo,g,,1,,
Entry,18S,5/13/2020,1,13,75,26,atca,b,,1,,
Entry,18S,5/13/2020,1,14,49,18,chle,b,,0,18,4224.474
Entry,18S,5/13/2020,1,15,21,1,cadu,b,,0,1,234.693
Entry,18S,5/13/2020,1,16,46,2,oppo,b,,1,,
Entry,18S,5/13/2020,1,17,31,4,heco,b,,0,4,938.772
Entry,18S,5/13/2020,1,18,54,32,atca,b,,1,,
Entry,18S,5/13/2020,1,19,35,6,heco,b,,0,6,1408.158
Entry,18S,5/13/2020,1,20,45,2,heco,b,,0,2,469.386
Entry,18S,5/13/2020,1,21,41,11,atca,b,,1,,
Entry,18S,5/13/2020,1,22,27,8,oppo,b,,1,,
Entry,18S,5/13/2020,1,23,36,8,heco,b,,0,8,1877.544
Entry,18S,5/13/2020,1,24,18,7,heco,b,,0,7,1642.851
Entry,18S,5/13/2020,1,25,34,7,heco,b,,0,7,1642.851
Entry,18S,5/13/2020,2,1,27,2,heco,b,,0,2,469.386
Entry,18S,5/13/2020,2,2,25,2,heco,b,,0,2,469.386
Entry,18S,5/13/2020,2,3,40,1,heco,b,,0,1,234.693
Entry,18S,5/13/2020,2,4,24,2,heco,b,,0,2,469.386
Entry,18S,5/13/2020,2,5,32,6,spcr,b,,0,6,1408.158
Entry,18S,5/13/2020,2,6,16,2,elel,b,,1,,
Entry,18S,5/13/2020,2,7,26,4,elel,b,,1,,
Entry,18S,5/13/2020,2,8,22,4,elel,b,,1,,
Entry,18S,5/13/2020,2,9,30,1,litt,b,,1,,
Entry,18S,5/13/2020,2,10,31,4,heco,b,,0,4,938.772
Entry,18S,5/13/2020,2,11,38,4,heco,b,,0,4,938.772
Entry,18S,5/13/2020,2,12,34,9,heco,b,,0,9,2112.237
Entry,18S,5/13/2020,2,13,35,22,atca,b,,1,,
Entry,18S,5/13/2020,2,14,28,6,heco,b,,0,6,1408.158
Entry,18S,5/13/2020,2,15,16,2,heco,b,,0,2,469.386
Entry,18S,5/13/2020,2,16,28,1,heco,b,,0,1,234.693
Entry,18S,5/13/2020,2,17,20,1,heco,b,,0,1,234.693
Entry,18S,5/13/2020,2,18,40,3,heco,b,,0,3,704.079
Entry,18S,5/13/2020,2,19,24,2,heco,b,,0,2,469.386
Entry,18S,5/13/2020,2,20,20,2,heco,b,,0,2,469.386
Entry,18S,5/13/2020,2,21,28,1,litt,b,"chle, old season growth",1,,
Entry,18S,5/13/2020,2,22,18,1,bogr,b,,0,1,234.693
Entry,18S,5/13/2020,2,23,42,2,cadu,b,,0,2,469.386
Entry,18S,5/13/2020,2,24,32,0,bare,b,,0,0,0
Entry,18S,5/13/2020,2,25,14,1,cadu,b,,0,1,234.693
Entry,18S,5/13/2020,3,1,25,4,pasm,b,,0,4,938.772
Entry,18S,5/13/2020,3,2,14,5,pasm,b,,0,5,1173.465
Entry,18S,5/13/2020,3,3,21,4,pasm,b,,0,4,938.772
Entry,18S,5/13/2020,3,4,13,5,pasm,b,,0,5,1173.465
Entry,18S,5/13/2020,3,5,13,6,pasm,b,,0,6,1408.158
Entry,18S,5/13/2020,3,6,31,12,pasm,b,,0,12,2816.316
Entry,18S,5/13/2020,3,7,9,2,pasm,b,,0,2,469.386
Entry,18S,5/13/2020,3,8,28,6,oppo,b,,1,,
Entry,18S,5/13/2020,3,9,15,3,heco,b,,0,3,704.079
Entry,18S,5/13/2020,3,10,21,4,heco,b,,0,4,938.772
Entry,18S,5/13/2020,3,11,19,7,oppo,b,,1,,
Entry,18S,5/13/2020,3,12,15,3,heco,b,,0,3,704.079
Entry,18S,5/13/2020,3,13,13,3,heco,b,,0,3,704.079
Entry,18S,5/13/2020,3,14,30,4,heco,b,,0,4,938.772
Entry,18S,5/13/2020,3,15,9,1,litt,b,,1,,
Entry,18S,5/13/2020,3,16,5,1,litt,b,,1,,
Entry,18S,5/13/2020,3,17,17,3,pasm,b,,0,3,704.079
Entry,18S,5/13/2020,3,18,18,4,pasm,b,,0,4,938.772
Entry,18S,5/13/2020,3,19,9,1,pasm,b,,0,1,234.693
Entry,18S,5/13/2020,3,20,17,4,pasm,b,,0,4,938.772
Entry,18S,5/13/2020,3,21,8,4,pasm,b,,0,4,938.772
Entry,18S,5/13/2020,3,22,6,1,bogr,b,,0,1,234.693
Entry,18S,5/13/2020,3,23,9,2,pasm,b,,0,2,469.386
Entry,18S,5/13/2020,3,24,21,8,pasm,b,,0,8,1877.544
Entry,18S,5/13/2020,3,25,25,8,pasm,b,,0,8,1877.544
Entry,18S,5/13/2020,4,1,57,3,pasm,b,,0,3,704.079
Entry,18S,5/13/2020,4,2,39,4,bogr,b,,0,4,938.772
Entry,18S,5/13/2020,4,3,59,3,heco,b,,0,3,704.079
Entry,18S,5/13/2020,4,4,52,4,oppo,b,,1,,
Entry,18S,5/13/2020,4,5,38,2,bogr,b,,0,2,469.386
Entry,18S,5/13/2020,4,6,44,7,pasm,b,,0,7,1642.851
Entry,18S,5/13/2020,4,7,33,3,pasm,b,,0,3,704.079
Entry,18S,5/13/2020,4,8,35,4,pasm,b,,0,4,938.772
Entry,18S,5/13/2020,4,9,47,1,litt,b,bogr,1,,
Entry,18S,5/13/2020,4,10,31,6,pasm,b,,0,6,1408.158
Entry,18S,5/13/2020,4,11,62,4,pasm,b,,0,4,938.772
Entry,18S,5/13/2020,4,12,16,4,pasm,b,,0,4,938.772
Entry,18S,5/13/2020,4,13,39,6,pasm,b,,0,6,1408.158
Entry,18S,5/13/2020,4,14,14,7,pasm,b,,0,7,1642.851
Entry,18S,5/13/2020,4,15,13,2,litt,b,heco,1,,
Entry,18S,5/13/2020,4,16,32,5,oppo,b,,1,,
Entry,18S,5/13/2020,4,17,8,5,oppo,b,,1,,
Entry,18S,5/13/2020,4,18,62,3,pasm,b,,0,3,704.079
Entry,18S,5/13/2020,4,19,94,3,litt,b,arfr,1,,
Entry,18S,5/13/2020,4,20,45,8,pasm,b,,0,8,1877.544
Entry,18S,5/13/2020,4,21,19,6,pasm,b,,0,6,1408.158
Entry,18S,5/13/2020,4,22,57,5,pasm,b,,0,5,1173.465
Entry,18S,5/13/2020,4,23,10,2,pasm,b,,0,2,469.386
Entry,18S,5/13/2020,4,24,47,4,oppo,b,,1,,
Entry,18S,5/13/2020,4,25,18,4,pasm,b,,0,4,938.772
1,18S,5/19/2020,1,1,8,2,bogr,b,,0,2,469.386
1,18S,5/19/2020,1,2,52,12,atca,b,,1,,
1,18S,5/19/2020,1,3,3,2,bogr,g,,0,2,469.386
1,18S,5/19/2020,1,4,38,6,elel,b,,1,,
1,18S,5/19/2020,1,5,46,8,oppo,b,,1,,
1,18S,5/19/2020,1,6,41,4,oppo,b,,1,,
1,18S,5/19/2020,1,7,44,4,elel,b,,1,,
1,18S,5/19/2020,1,8,51,4,oppo,b,,1,,
1,18S,5/19/2020,1,9,28,6,elel,b,,1,,
1,18S,5/19/2020,1,10,12,0,bare,b,,0,0,0
1,18S,5/19/2020,1,11,14,6,oppo,b,,1,,
1,18S,5/19/2020,1,12,21,11,spcr,b,,0,11,2581.623
1,18S,5/19/2020,1,13,30,4,oppo,b,,1,,
1,18S,5/19/2020,1,14,54,20,atca,b,,1,,
1,18S,5/19/2020,1,15,38,8,heco,b,,0,8,1877.544
1,18S,5/19/2020,1,16,21,3,heco,b,,0,3,704.079
1,18S,5/19/2020,1,17,46,5,heco,b,,0,5,1173.465
1,18S,5/19/2020,1,18,13,10,oppo,b,,1,,
1,18S,5/19/2020,1,19,21,2,heco,b,,0,2,469.386
1,18S,5/19/2020,1,20,54,28,atca,b,,1,,
1,18S,5/19/2020,1,21,42,7,oppo,b,,1,,
1,18S,5/19/2020,1,22,22,6,heco,b,,0,6,1408.158
1,18S,5/19/2020,1,23,36,12,heco,b,,0,12,2816.316
1,18S,5/19/2020,1,24,5,1,cadu,b,,0,1,234.693
1,18S,5/19/2020,1,25,6,1,cadu,g,,0,1,234.693
1,18S,5/19/2020,2,1,11,1,bogr,g,,0,1,234.693
1,18S,5/19/2020,2,2,40,3,atca,b,,1,,
1,18S,5/19/2020,2,3,57,25,atca,b,,1,,
1,18S,5/19/2020,2,4,16,5,pasm,b,,0,5,1173.465
1,18S,5/19/2020,2,5,14,7,pasm,g,,0,7,1642.851
1,18S,5/19/2020,2,6,19,5,pasm,b,,0,5,1173.465
1,18S,5/19/2020,2,7,60,5,pasm,g,,0,5,1173.465
1,18S,5/19/2020,2,8,4,2,bogr,b,,0,2,469.386
1,18S,5/19/2020,2,9,15,1,litt,b,dead crown,1,,
1,18S,5/19/2020,2,10,37,2,atca,b,,1,,
1,18S,5/19/2020,2,11,50,1,litt,b,dead crown,1,,
1,18S,5/19/2020,2,12,23,3,pasm,b,,0,3,704.079
1,18S,5/19/2020,2,13,13,1,litt,b,dead crown,1,,
1,18S,5/19/2020,2,14,1,1,litt,b,dead crown,1,,
1,18S,5/19/2020,2,15,17,2,litt,b,dead crown,1,,
1,18S,5/19/2020,2,16,73,19,atca,b,,1,,
1,18S,5/19/2020,2,17,18,1,bogr,b,,0,1,234.693
1,18S,5/19/2020,2,18,17,1,oppo,b,,1,,
1,18S,5/19/2020,2,19,33,2,sial,b,,0,2,469.386
1,18S,5/19/2020,2,20,13,3,pasm,g,,0,3,704.079
1,18S,5/19/2020,2,21,19,3,pasm,g,,0,3,704.079
1,18S,5/19/2020,2,22,23,3,pasm,b,,0,3,704.079
1,18S,5/19/2020,2,23,18,5,pasm,b,,0,5,1173.465
1,18S,5/19/2020,2,24,16,3,heco,b,,0,3,704.079
1,18S,5/19/2020,2,25,11,2,pasm,g,,0,2,469.386
1,18S,5/19/2020,3,1,20,5,pasm,b,,0,5,1173.465
1,18S,5/19/2020,3,2,29,5,pasm,b,,0,5,1173.465
1,18S,5/19/2020,3,3,25,5,pasm,b,,0,5,1173.465
1,18S,5/19/2020,3,4,7,3,pasm,g,,0,3,704.079
1,18S,5/19/2020,3,5,7,1,cadu,b,,0,1,234.693
1,18S,5/19/2020,3,6,9,2,pasm,b,,0,2,469.386
1,18S,5/19/2020,3,7,15,2,heco,b,,0,2,469.386
1,18S,5/19/2020,3,8,37,3,litt,b,,1,,
1,18S,5/19/2020,3,9,13,2,pasm,b,,0,2,469.386
1,18S,5/19/2020,3,10,9,3,pasm,g,,0,3,704.079
1,18S,5/19/2020,3,11,17,4,pasm,b,,0,4,938.772
1,18S,5/19/2020,3,12,25,6,pasm,b,,0,6,1408.158
1,18S,5/19/2020,3,13,20,6,pasm,b,,0,6,1408.158
1,18S,5/19/2020,3,14,21,3,oppo,b,,1,,
1,18S,5/19/2020,3,15,12,3,pasm,b,,0,3,704.079
1,18S,5/19/2020,3,16,15,6,oppo,b,,1,,
1,18S,5/19/2020,3,17,16,8,oppo,g,,1,,
1,18S,5/19/2020,3,18,9,4,pasm,b,,0,4,938.772
1,18S,5/19/2020,3,19,31,6,pasm,b,,0,6,1408.158
1,18S,5/19/2020,3,20,12,4,pasm,g,,0,4,938.772
1,18S,5/19/2020,3,21,21,2,pasm,b,,0,2,469.386
1,18S,5/19/2020,3,22,16,2,pasm,g,,0,2,469.386
1,18S,5/19/2020,3,23,11,1,pasm,g,,0,1,234.693
1,18S,5/19/2020,3,24,18,3,pasm,b,,0,3,704.079
1,18S,5/19/2020,3,25,59,10,atca,b,,1,,
1,18S,5/19/2020,4,1,22,3,pasm,b,,0,3,704.079
1,18S,5/19/2020,4,2,22,9,pasm,b,,0,9,2112.237
1,18S,5/19/2020,4,3,44,6,pasm,b,,0,6,1408.158
1,18S,5/19/2020,4,4,46,2,pasm,g,,0,2,469.386
1,18S,5/19/2020,4,5,65,5,pasm,b,,0,5,1173.465
1,18S,5/19/2020,4,6,42,6,pasm,b,,0,6,1408.158
1,18S,5/19/2020,4,7,14,6,oppo,b,,1,,
1,18S,5/19/2020,4,8,24,10,pasm,b,,0,10,2346.93
1,18S,5/19/2020,4,9,35,14,pasm,b,,0,14,3285.702
1,18S,5/19/2020,4,10,26,10,pasm,b,,0,10,2346.93
1,18S,5/19/2020,4,11,26,3,bogr,b,,0,3,704.079
1,18S,5/19/2020,4,12,62,4,pasm,b,,0,4,938.772
1,18S,5/19/2020,4,13,25,4,atca,b,,1,,
1,18S,5/19/2020,4,14,22,2,litt,b,,1,,
1,18S,5/19/2020,4,15,14,7,heco,b,,0,7,1642.851
1,18S,5/19/2020,4,16,8,2,pasm,g,,0,2,469.386
1,18S,5/19/2020,4,17,65,2,litt,b,,1,,
1,18S,5/19/2020,4,18,34,12,pasm,b,,0,12,2816.316
1,18S,5/19/2020,4,19,15,6,pasm,g,,0,6,1408.158
1,18S,5/19/2020,4,20,34,18,pasm,b,,0,18,4224.474
1,18S,5/19/2020,4,21,68,12,pasm,b,,0,12,2816.316
1,18S,5/19/2020,4,22,12,1,pasm,b,,0,1,234.693
1,18S,5/19/2020,4,23,10,2,heco,b,,0,2,469.386
1,18S,5/19/2020,4,24,48,12,litt,b,,1,,
1,18S,5/19/2020,4,25,55,30,atca,b,,1,,
1,17S,5/19/2020,1,1,9,7,oppo,b,,1,,
1,17S,5/19/2020,1,2,24,2,bogr,b,,0,2,469.386
1,17S,5/19/2020,1,3,24,6,oppo,b,,1,,
1,17S,5/19/2020,1,4,4,2,bogr,b,,0,2,469.386
1,17S,5/19/2020,1,5,8,1,bogr,g,,0,1,234.693
1,17S,5/19/2020,1,6,5,2,heco,g,,0,2,469.386
1,17S,5/19/2020,1,7,15,6,heco,b,,0,6,1408.158
1,17S,5/19/2020,1,8,0,0,bare,-,,0,0,0
1,17S,5/19/2020,1,9,4,3,oppo,b,,1,,
1,17S,5/19/2020,1,10,12,6,heco,g,,0,6,1408.158
1,17S,5/19/2020,1,11,5,3,bogr,b,,0,3,704.079
1,17S,5/19/2020,1,12,5,2,bogr,b,,0,2,469.386
1,17S,5/19/2020,1,13,10,3,bogr,b,,0,3,704.079
1,17S,5/19/2020,1,14,15,4,bogr,b,,0,4,938.772
1,17S,5/19/2020,1,15,8,1,bogr,b,,0,1,234.693
1,17S,5/19/2020,1,16,21,5,oppo,b,,1,,
1,17S,5/19/2020,1,17,14,5,elel,b,,1,,
1,17S,5/19/2020,1,18,15,2,bogr,b,,0,2,469.386
1,17S,5/19/2020,1,19,9,6,bogr,b,,0,6,1408.158
1,17S,5/19/2020,1,20,8,4,heco,b,,0,4,938.772
1,17S,5/19/2020,1,21,8,3,heco,b,,0,3,704.079
1,17S,5/19/2020,1,22,7,2,bogr,b,,0,2,469.386
1,17S,5/19/2020,1,23,6,3,bogr,b,,0,3,704.079
1,17S,5/19/2020,1,24,12,2,oppo,b,,1,,
1,17S,5/19/2020,1,25,12,3,bogr,b,,0,3,704.079
1,17S,5/19/2020,2,1,21,4,spcr,b,,0,4,938.772
1,17S,5/19/2020,2,2,7,1,bogr,b,,0,1,234.693
1,17S,5/19/2020,2,3,7,0,bare,b,,0,0,0
1,17S,5/19/2020,2,4,16,2,bogr,b,,0,2,469.386
1,17S,5/19/2020,2,5,5,1,cadu,b,,0,1,234.693
1,17S,5/19/2020,2,6,1,0,bare,g,,0,0,0
1,17S,5/19/2020,2,7,4,2,bogr,g,,0,2,469.386
1,17S,5/19/2020,2,8,5,2,bogr,g,,0,2,469.386
1,17S,5/19/2020,2,9,5,1,bogr,g,,0,1,234.693
1,17S,5/19/2020,2,10,3,1,bogr,g,,0,1,234.693
1,17S,5/19/2020,2,11,4,3,bogr,g,,0,3,704.079
1,17S,5/19/2020,2,12,27,2,bogr,b,,0,2,469.386
1,17S,5/19/2020,2,13,5,1,bogr,b,,0,1,234.693
1,17S,5/19/2020,2,14,12,0,bare,b,,0,0,0
1,17S,5/19/2020,2,15,11,2,bogr,b,,0,2,469.386
1,17S,5/19/2020,2,16,3,1,bogr,g,,0,1,234.693
1,17S,5/19/2020,2,17,2,0,bare,g,,0,0,0
1,17S,5/19/2020,2,18,10,1,bogr,b,,0,1,234.693
1,17S,5/19/2020,2,19,9,1,bogr,b,,0,1,234.693
1,17S,5/19/2020,2,20,2,1,bogr,b,,0,1,234.693
1,17S,5/19/2020,2,21,5,1,oppo,b,,1,,
1,17S,5/19/2020,2,22,2,1,spco,g,,0,1,234.693
1,17S,5/19/2020,2,23,13,2,bogr,b,,0,2,469.386
1,17S,5/19/2020,2,24,8,2,bogr,b,,0,2,469.386
1,17S,5/19/2020,2,25,5,1,cadu,b,,0,1,234.693
1,17S,5/19/2020,3,1,17,2,pasm,g,,0,2,469.386
1,17S,5/19/2020,3,2,10,1,pasm,b,,0,1,234.693
1,17S,5/19/2020,3,3,13,2,pasm,g,,0,2,469.386
1,17S,5/19/2020,3,4,17,2,pasm,b,,0,2,469.386
1,17S,5/19/2020,3,5,17,4,spai,b,,0,4,938.772
1,17S,5/19/2020,3,6,18,6,spai,b,,0,6,1408.158
1,17S,5/19/2020,3,7,16,3,pasm,b,,0,3,704.079
1,17S,5/19/2020,3,8,14,4,heco,b,,0,4,938.772
1,17S,5/19/2020,3,9,16,2,pasm,b,,0,2,469.386
1,17S,5/19/2020,3,10,15,1,pasm,b,,0,1,234.693
1,17S,5/19/2020,3,11,23,4,pasm,b,,0,4,938.772
1,17S,5/19/2020,3,12,41,2,pasm,b,,0,2,469.386
1,17S,5/19/2020,3,13,27,5,pasm,b,,0,5,1173.465
1,17S,5/19/2020,3,14,17,4,pasm,b,,0,4,938.772
1,17S,5/19/2020,3,15,12,3,pasm,b,,0,3,704.079
1,17S,5/19/2020,3,16,17,4,pasm,b,,0,4,938.772
1,17S,5/19/2020,3,17,19,3,spai,b,,0,3,704.079
1,17S,5/19/2020,3,18,21,10,heco,b,,0,10,2346.93
1,17S,5/19/2020,3,19,25,10,heco,b,,0,10,2346.93
1,17S,5/19/2020,3,20,17,4,pasm,b,,0,4,938.772
1,17S,5/19/2020,3,21,16,4,disp,g,,0,4,938.772
1,17S,5/19/2020,3,22,11,4,spai,b,,0,4,938.772
1,17S,5/19/2020,3,23,5,3,oppo,b,,1,,
1,17S,5/19/2020,3,24,19,2,spai,b,,0,2,469.386
1,17S,5/19/2020,3,25,4,1,heco,g,,0,1,234.693
1,17S,5/19/2020,4,1,25,1,spco,b,,0,1,234.693
1,17S,5/19/2020,4,2,16,4,heco,b,,0,4,938.772
1,17S,5/19/2020,4,3,16,5,heco,b,,0,5,1173.465
1,17S,5/19/2020,4,4,12,3,heco,b,,0,3,704.079
1,17S,5/19/2020,4,5,8,4,cafi,g,,0,4,938.772
1,17S,5/19/2020,4,6,10,2,heco,g,,0,2,469.386
1,17S,5/19/2020,4,7,14,4,pasm,b,,0,4,938.772
1,17S,5/19/2020,4,8,22,2,oppo,b,,1,,
1,17S,5/19/2020,4,9,18,12,heco,b,,0,12,2816.316
1,17S,5/19/2020,4,10,6,3,heco,g,,0,3,704.079
1,17S,5/19/2020,4,11,2,0,bogr,g,,0,0,0
1,17S,5/19/2020,4,12,4,1,bogr,g,,0,1,234.693
1,17S,5/19/2020,4,13,10,4,heco,g,,0,4,938.772
1,17S,5/19/2020,4,14,6,2,heco,g,,0,2,469.386
1,17S,5/19/2020,4,15,16,6,heco,b,,0,6,1408.158
1,17S,5/19/2020,4,16,11,4,heco,b,,0,4,938.772
1,17S,5/19/2020,4,17,8,4,bogr,g,,0,4,938.772
1,17S,5/19/2020,4,18,10,6,cadu,g,,0,6,1408.158
1,17S,5/19/2020,4,19,21,9,cadu,g,,0,9,2112.237
1,17S,5/19/2020,4,20,20,6,heco,b,,0,6,1408.158
