Date,Pasture,EcoSite,Plot,Transect,Distance,High East,Low East,Spp East,High West,Low West,Spp West,MeanHigh,MeanLow,Notes
6/18/2018,21N,Plains,3,4,12,52,7,VUOC,44,6,VUOC,48,6.5,
6/18/2018,21N,Plains,3,4,15,32,7,PASM,33,15,PASM,32.5,11,
6/18/2018,21N,Plains,3,4,18,29,10,BRTE,36,11,PASM,32.5,10.5,
6/18/2018,21N,Plains,3,4,21,20,11,OPPO,15,10,VUOC,17.5,10.5,
6/18/2018,21N,Plains,3,4,24,90+,5,ELEL,54,13,HECO,54,9,
6/15/2018,21N,Plains,4,1,3,25,7,PASM,19,8,COCA,22,7.5,
6/15/2018,21N,Plains,4,1,6,20,8,CRMI,18,4,CADU,19,6,
6/15/2018,21N,Plains,4,1,9,21,6,PASM,21,7,PASM,21,6.5,
6/15/2018,21N,Plains,4,1,12,19,8,BRTE,47,10,VUOC,33,9,
6/15/2018,21N,Plains,4,1,15,36,10,PASM,28,5,PASM,32,7.5,
6/15/2018,21N,Plains,4,1,18,28,6,PASM,18,6,PASM,23,6,
6/15/2018,21N,Plains,4,1,21,29,5,PASM,25,7,PASM,27,6,
6/15/2018,21N,Plains,4,1,24,27,8,VUOC,28,5,VUOC,27.5,6.5,
6/15/2018,21N,Plains,4,2,3,40,11,VUOC,50,7,EREF,45,9,
6/15/2018,21N,Plains,4,2,6,26,7,HECO,25,6,HECO,25.5,6.5,
6/15/2018,21N,Plains,4,2,9,55,6,HECO,35,10,ARFR,45,8,
6/15/2018,21N,Plains,4,2,12,68,9,PASM,40,10,PASM,54,9.5,
6/15/2018,21N,Plains,4,2,15,22,5,PASM,24,12,GUSA,23,8.5,
6/15/2018,21N,Plains,4,2,18,18,3,PASM,13,3,VUOC,15.5,3,
6/15/2018,21N,Plains,4,2,21,17,5,VUOC,27,7,VUOC,22,6,
6/15/2018,21N,Plains,4,2,24,17,3,VUOC,21,6,VUOC,19,4.5,
6/15/2018,21N,Plains,4,3,3,30,3,ELEL,AREF,2,CRMI,30,2.5,
6/15/2018,21N,Plains,4,3,6,32,3,EREF,12,3,BUDA,22,3,
6/15/2018,21N,Plains,4,3,9,19,8,VUOC,23,3,VUOC,21,5.5,
6/15/2018,21N,Plains,4,3,12,14,2,VUOC,20,8,ELEL,17,5,
6/15/2018,21N,Plains,4,3,15,22,5,ELEL,25,9,ELEL,23.5,7,
6/15/2018,21N,Plains,4,3,18,13,3,VUOC,17,4,VUOC,15,3.5,
6/15/2018,21N,Plains,4,3,21,15,2,VUOC,11,1,VUOC,13,1.5,
6/15/2018,21N,Plains,4,3,24,21,2,VUOC,7,1,CRMI,14,1.5,
6/15/2018,21N,Plains,4,4,3,16,5,VUOC,14,5,VUOC,15,5,
6/15/2018,21N,Plains,4,4,6,12,3,VUOC,12,4,VUOC,12,3.5,
6/15/2018,21N,Plains,4,4,9,13,7,VUOC,16,6,VUOC,14.5,6.5,
6/15/2018,21N,Plains,4,4,12,12,3,VUOC,12,3,VUOC,12,3,
6/15/2018,21N,Plains,4,4,15,11,3,CADU,9,3,BOGR,10,3,
6/15/2018,21N,Plains,4,4,18,16,2,VUOC,13,3,BOGR,14.5,2.5,
6/15/2018,21N,Plains,4,4,21,10,2,BUDA,13,3,VUOC,11.5,2.5,
6/15/2018,21N,Plains,4,4,24,14,5,OPPO,58,3,VUOC,36,4,
6/8/2018,31E,Plains,1,1,3,10,1,VUOC,18,3,VUOC,14,2,
6/8/2018,31E,Plains,1,1,6,8,4,VUOC,8,3,VUOC,8,3.5,
6/8/2018,31E,Plains,1,1,9,15,4,BOGR,11,1,VUOC,13,2.5,
6/8/2018,31E,Plains,1,1,12,28,4,VUOC,10,4,VUOC,19,4,
6/8/2018,31E,Plains,1,1,15,24,4,VUOC,12,3,VUOC,18,3.5,
6/8/2018,31E,Plains,1,1,18,10,4,VUOC,10,3,VUOC,10,3.5,
6/8/2018,31E,Plains,1,1,21,15,2,VUOC,22,10,TRDU,18.5,6,
6/8/2018,31E,Plains,1,1,24,11,2,VUOC,7,3,VUOC,9,2.5,
6/8/2018,31E,Plains,1,2,3,21,2,VUOC,11,4,EREF,16,3,
6/8/2018,31E,Plains,1,2,6,13,1,BUDA,25,5,ARPU,19,3,
6/8/2018,31E,Plains,1,2,9,32,5,VUOC,25,13,ARPU,28.5,9,
6/8/2018,31E,Plains,1,2,12,26,4,VUOC,11,5,VUOC,18.5,4.5,
6/8/2018,31E,Plains,1,2,15,16,7,EREF,11,9,VUOC,13.5,8,
6/8/2018,31E,Plains,1,2,18,27,5,ELEL,15,5,PLPA,21,5,
6/8/2018,31E,Plains,1,2,21,22,5,PASM,23,6,PASM,22.5,5.5,
6/8/2018,31E,Plains,1,2,24,22,2,VUOC,16,3,VUOC,19,2.5,
6/8/2018,31E,Plains,1,3,3,11,4,VUOC,10,3,VUOC,10.5,3.5,
6/8/2018,31E,Plains,1,3,6,10,1,BOGR,12,2,VUOC,11,1.5,
6/8/2018,31E,Plains,1,3,9,13,1,VUOC,7,2,BOGR,10,1.5,
6/8/2018,31E,Plains,1,3,12,10,2,BOGR,14,3,VUOC,12,2.5,
6/8/2018,31E,Plains,1,3,15,10,3,BOGR,28,3,BOGR,19,3,
6/8/2018,31E,Plains,1,3,18,6,2,BOGR,24,3,VUOC,15,2.5,
6/8/2018,31E,Plains,1,3,21,22,3,VUOC,8,3,BOGR,15,3,
6/8/2018,31E,Plains,1,3,24,21,5,VUOC,22,5,ELEL,21.5,5,
6/8/2018,31E,Plains,1,4,3,25,3,ELEL,20,3,PASM,22.5,3,
6/8/2018,31E,Plains,1,4,6,22,3,PASM,26,10,PASM,24,6.5,
6/8/2018,31E,Plains,1,4,9,21,5,PASM,24,7,PASM,22.5,6,
6/8/2018,31E,Plains,1,4,12,24,10,PASM,18,2,ELEL,21,6,
6/8/2018,31E,Plains,1,4,15,12,10,OPPO,32,3,BOGR,22,6.5,
6/8/2018,31E,Plains,1,4,18,20,3,PASM,12,4,BOGR,16,3.5,
6/8/2018,31E,Plains,1,4,21,20,8,ELEL,6,3,OPPO,13,5.5,
6/8/2018,31E,Plains,1,4,24,19,3,PASM,20,3,PASM,19.5,3,
6/13/2018,31E,Plains,2,1,3,12,5,BOGR,11,1,VUOC,11.5,3,
6/13/2018,31E,Plains,2,1,6,23,7,VUOC,28,2,VUOC,25.5,4.5,
6/13/2018,31E,Plains,2,1,9,12,3,PIOP,9,3,VUOC,10.5,3,
6/13/2018,31E,Plains,2,1,12,20,3,ELEL,9,3,PIOP,14.5,3,
6/13/2018,31E,Plains,2,1,15,23,2,PLPA,20,5,VUOC,21.5,3.5,
6/13/2018,31E,Plains,2,1,18,10,2,VUOC,32,3,VUOC,21,2.5,
6/13/2018,31E,Plains,2,1,21,11,2,VUOC,12,2,VUOC,11.5,2,
6/13/2018,31E,Plains,2,1,24,19,3,VUOC,18,5,VUOC,18.5,4,
6/13/2018,31E,Plains,2,2,3,9,3,VUOC,10,4,VUOC,9.5,3.5,
6/13/2018,31E,Plains,2,2,6,13,5,VUOC,10,2,VUOC,11.5,3.5,
6/13/2018,31E,Plains,2,2,9,15,8,VUOC,13,5,VUOC,14,6.5,
6/13/2018,31E,Plains,2,2,12,30,2,VUOC,27,8,VUOC,28.5,5,
6/13/2018,31E,Plains,2,2,15,8,2,BOGR,11,3,VUOC,9.5,2.5,
6/13/2018,31E,Plains,2,2,18,20,8,BOGR,11,5,VUOC,15.5,6.5,
6/13/2018,31E,Plains,2,2,21,5,0,SPCO,5,0,SPCO,5,0,
6/13/2018,31E,Plains,2,2,24,23,0,VUOC,22,6,VUOC,22.5,3,
6/13/2018,31E,Plains,2,3,3,10,2,GUSA,22,3,VUOC,16,2.5,
6/13/2018,31E,Plains,2,3,6,6,1,BUDA,8,2,BUDA,7,1.5,
6/13/2018,31E,Plains,2,3,9,11,1,BUDA,14,1,GUSA,12.5,1,
6/13/2018,31E,Plains,2,3,12,10,2,BUDA,8,2,BUDA,9,2,
6/13/2018,31E,Plains,2,3,15,11,1,BUDA,25,5,ELEL,18,3,
6/13/2018,31E,Plains,2,3,18,13,3,SPCO,6,1,BUDA,9.5,2,
6/13/2018,31E,Plains,2,3,21,10,2,VUOC,13,2,ARPU,11.5,2,
6/13/2018,31E,Plains,2,3,24,12,0,BUDA,7,2,BUDA,9.5,1,
6/13/2018,31E,Plains,2,4,3,13,2,BUDA,10,3,BUDA,11.5,2.5,
6/13/2018,31E,Plains,2,4,6,6,1,BUDA,22,5,ARPU,14,3,
6/13/2018,31E,Plains,2,4,9,6,1,ELEL,25,2,ELEL,15.5,1.5,
6/13/2018,31E,Plains,2,4,12,12,2,BUDA,22,4,BUDA,17,3,
6/13/2018,31E,Plains,2,4,15,8,2,BUDA,4,0,BUDA,6,1,
6/13/2018,31E,Plains,2,4,18,11,2,BUDA,8,1,BUDA,9.5,1.5,
6/13/2018,31E,Plains,2,4,21,12,1,BUDA,10,0,VUOC,11,0.5,
6/13/2018,31E,Plains,2,4,24,16,5,VUOC,14,5,VUOC,15,5,
6/13/2018,31E,Plains,3,1,3,9,1,VUOC,8,0,BOGR,8.5,0.5,
6/13/2018,31E,Plains,3,1,6,7,0,BUDA,15,2,BUDA,11,1,
6/13/2018,31E,Plains,3,1,9,12,5,BUDA,14,1,BUDA,13,3,
6/13/2018,31E,Plains,3,1,12,20,3,ELEL,19,5,VUOC,19.5,4,
6/13/2018,31E,Plains,3,1,15,14,2,VUOC,11,3,VUOC,12.5,2.5,
6/13/2018,31E,Plains,3,1,18,21,2,VUOC,13,2,VUOC,17,2,
6/13/2018,31E,Plains,3,1,21,15,2,VUOC,21,5,VUOC,18,3.5,
6/13/2018,31E,Plains,3,1,24,14,1,VUOC,21,7,VUOC,17.5,4,
6/13/2018,31E,Plains,3,2,3,18,3,VUOC,13,4,VUOC,15.5,3.5,
6/13/2018,31E,Plains,3,2,6,21,3,ELEL,21,0,VUOC,21,1.5,
6/13/2018,31E,Plains,3,2,9,22,3,VUOC,22,2,ELEL,22,2.5,
6/13/2018,31E,Plains,3,2,12,20,2,ELEL,18,2,BOGR,19,2,
6/13/2018,31E,Plains,3,2,15,12,5,VUOC,18,1,VUOC,15,3,
6/13/2018,31E,Plains,3,2,18,23,4,VUOC,25,4,PASM,24,4,
6/13/2018,31E,Plains,3,2,21,19,5,VUOC,22,5,ELEL,20.5,5,
6/13/2018,31E,Plains,3,2,24,21,3,ELEL,19,4,VUOC,20,3.5,
6/13/2018,31E,Plains,3,3,3,19,2,BOGR,22,18,GUSA,20.5,10,
6/13/2018,31E,Plains,3,3,6,19,8,ARPU,26,13,GUSA,22.5,10.5,
6/13/2018,31E,Plains,3,3,9,14,4,VUOC,8,2,VUOC,11,3,
6/13/2018,31E,Plains,3,3,12,16,3,BOGR,22,3,VUOC,19,3,
6/13/2018,31E,Plains,3,3,15,20,1,VUOC,6,0,CRMI,13,0.5,
6/13/2018,31E,Plains,3,3,18,8,3,BOGR,21,5,ARPU,14.5,4,
6/13/2018,31E,Plains,3,3,21,30,2,PLPA,9,3,BOGR,19.5,2.5,
6/13/2018,31E,Plains,3,3,24,10,0,PLPA,7,0,CRMI,8.5,0,
6/13/2018,31E,Plains,3,4,3,11,2,ELEL,6,0,BOGR,8.5,1,
6/13/2018,31E,Plains,3,4,6,14,2,PASM,14,1,PASM,14,1.5,
6/13/2018,31E,Plains,3,4,9,18,5,ELEL,21,0,BOGR,19.5,2.5,
6/13/2018,31E,Plains,3,4,12,19,3,BOGR,41,1,BOGR,30,2,
6/13/2018,31E,Plains,3,4,15,10,2,BOGR,19,1,ELEL,14.5,1.5,
6/13/2018,31E,Plains,3,4,18,22,5,ELEL,28,1,PASM,25,3,
6/13/2018,31E,Plains,3,4,21,28,2,VUOC,20,2,PASM,24,2,
6/13/2018,31E,Plains,3,4,24,39,3,VUOC,44,3,HECO,41.5,3,
6/13/2018,31E,Plains,4,1,3,12,1,BOGR,18,3,VUOC,15,2,
6/13/2018,31E,Plains,4,1,6,13,2,VUOC,20,2,OPPO,16.5,2,
6/13/2018,31E,Plains,4,1,9,4,0,SPCO,6,4,OPPO,5,2,
6/13/2018,31E,Plains,4,1,12,21,2,BOGR,19,3,VUOC,20,2.5,
6/13/2018,31E,Plains,4,1,15,20,9,ARPU,14,5,BOGR,17,7,
6/13/2018,31E,Plains,4,1,18,18,2,OPPO,28,2,BOGR,23,2,
6/13/2018,31E,Plains,4,1,21,25,10,VUOC,8,3,ATCA,16.5,6.5,
6/13/2018,31E,Plains,4,1,24,17,0,PASM,21,0,PASM,19,0,
6/13/2018,31E,Plains,4,2,3,18,3,PASM,14,4,VUOC,16,3.5,
6/13/2018,31E,Plains,4,2,6,0,0,BARE,4,0,BOGR,2,0,
6/13/2018,31E,Plains,4,2,9,9,1,BOGR,8,2,VUOC,8.5,1.5,
6/13/2018,31E,Plains,4,2,12,11,3,VUOC,13,5,VUOC,12,4,
6/13/2018,31E,Plains,4,2,15,18,1,PASM,8,2,VUOC,13,1.5,
6/13/2018,31E,Plains,4,2,18,34,28,ATCA,29,22,ATCA,31.5,25,
6/13/2018,31E,Plains,4,2,21,20,2,VUOC,18,2,PASM,19,2,
6/13/2018,31E,Plains,4,2,24,23,8,VUOC,19,5,VUOC,21,6.5,
6/13/2018,31E,Plains,4,3,3,14,2,PASM,9,2,PASM,11.5,2,
6/13/2018,31E,Plains,4,3,6,32,9,VUOC,31,25,ATCA,31.5,17,
6/13/2018,31E,Plains,4,3,9,31,4,PASM,55,41,ATCA,43,22.5,
6/13/2018,31E,Plains,4,3,12,19,7,VUOC,13,4,ELEL,16,5.5,
6/13/2018,31E,Plains,4,3,15,15,3,VUOC,12,0,VUOC,13.5,1.5,
6/13/2018,31E,Plains,4,3,18,30,3,PASM,29,3,PASM,29.5,3,
6/13/2018,31E,Plains,4,3,21,32,7,PASM,31,10,PASM,31.5,8.5,
6/13/2018,31E,Plains,4,3,24,11,3,VUOC,32,3,PASM,21.5,3,
6/13/2018,31E,Plains,4,4,3,6,1,BOGR,10,3,BOGR,8,2,
6/13/2018,31E,Plains,4,4,6,7,2,CRMI,17,5,VUOC,12,3.5,
6/13/2018,31E,Plains,4,4,9,21,3,OPPO,8,2,BOGR,14.5,2.5,
6/13/2018,31E,Plains,4,4,12,10,2,BOGR,8,2,BOGR,9,2,
6/13/2018,31E,Plains,4,4,15,8,1,BOGR,7,1,BOGR,7.5,1,
6/13/2018,31E,Plains,4,4,18,6,2,BOGR,31,0,CRMI,18.5,1,
6/13/2018,31E,Plains,4,4,21,4,0,BOGR,5,1,BOGR,4.5,0.5,
6/13/2018,31E,Plains,4,4,24,20,2,BOGR,18,5,ARPU,19,3.5,
6/7/2018,17S,Plains,1,1,3,26,4,VUOC,19,8,VUOC,22.5,6,
6/7/2018,17S,Plains,1,1,6,16,7,EREF,16,8,VUOC,16,7.5,
6/7/2018,17S,Plains,1,1,9,16,4,CRMI,40,5,HECO,28,4.5,
6/7/2018,17S,Plains,1,1,12,24,9,VUOC,13,3,VUOC,18.5,6,
6/7/2018,17S,Plains,1,1,15,23,8,VUOC,40,10,HECO,31.5,9,
6/7/2018,17S,Plains,1,1,18,18,3,VUOC,23,3,BOGR,20.5,3,
6/7/2018,17S,Plains,1,1,21,12,4,VUOC,16,3,VUOC,14,3.5,
6/7/2018,17S,Plains,1,1,24,50,3,HECO,48,8,HECO,49,5.5,
6/7/2018,17S,Plains,1,2,3,52,3,BOGR,21,3,VUOC,36.5,3,
6/7/2018,17S,Plains,1,2,6,64,7,HECO,47,4,BOGR,55.5,5.5,
6/7/2018,17S,Plains,1,2,9,42,3,HECO,16,3,BOGR,29,3,
6/7/2018,17S,Plains,1,2,12,44,3,HECO,48,7,HECO,46,5,
6/7/2018,17S,Plains,1,2,15,46,1,HECO,45,4,HECO,45.5,2.5,
6/7/2018,17S,Plains,1,2,18,44,2,HECO,52,7,HECO,48,4.5,
6/7/2018,17S,Plains,1,2,21,36,3,HECO,22,2,PASM,29,2.5,
6/7/2018,17S,Plains,1,2,24,44,5,HECO,44,6,HECO,44,5.5,
6/7/2018,17S,Plains,1,3,3,44,3,VUOC,34,7,VUOC,39,5,
6/7/2018,17S,Plains,1,3,6,30,1,VUOC,26,7,BOGR,28,4,
6/7/2018,17S,Plains,1,3,9,34,1,SPCR,22,2,VUOC,28,1.5,
6/7/2018,17S,Plains,1,3,12,22,2,BOGR,24,3,VUOC,23,2.5,
6/7/2018,17S,Plains,1,3,15,15,3,BOGR,9,3,BOGR,12,3,
6/7/2018,17S,Plains,1,3,18,30,3,TRDU,19,4,VUOC,24.5,3.5,
6/7/2018,17S,Plains,1,3,21,14,3,VUOC,25,4,VUOC,19.5,3.5,
6/7/2018,17S,Plains,1,3,24,32,5,ELEL,40,7,ELEL,36,6,
6/7/2018,17S,Plains,1,4,3,47,5,HECO,46,4,HECO,46.5,4.5,
6/7/2018,17S,Plains,1,4,6,48,3,HECO,39,5,HECO,43.5,4,
6/7/2018,17S,Plains,1,4,9,47,2,VUOC,50,6,HECO,48.5,4,
6/7/2018,17S,Plains,1,4,12,36,2,HECO,38,3,HECO,37,2.5,
6/7/2018,17S,Plains,1,4,15,53,4,HECO,44,5,HECO,48.5,4.5,
6/7/2018,17S,Plains,1,4,18,34,7,HECO,40,3,HECO,37,5,
6/7/2018,17S,Plains,1,4,21,39,7,PSTE,46,4,EREF,42.5,5.5,
6/7/2018,17S,Plains,1,4,24,14,4,VUOC,15,4,VUOC,14.5,4,
6/6/2018,17S,Plains,2,1,3,36,5,SPCR,31,2,CADU,33.5,3.5,
6/6/2018,17S,Plains,2,1,6,38,5,VUOC,27,5,BOGR,32.5,5,
6/6/2018,17S,Plains,2,1,9,22,3,VUOC,10,2,VUOC,16,2.5,
6/6/2018,17S,Plains,2,1,12,11,3,CADU,10,2,CADU,10.5,2.5,
6/6/2018,17S,Plains,2,1,15,18,5,VUOC,20,7,VUOC,19,6,
6/6/2018,17S,Plains,2,1,18,13,3,CADU,13,1,BOGR,13,2,
6/6/2018,17S,Plains,2,1,21,13,7,VUOC,17,3,SPCO,15,5,
6/6/2018,17S,Plains,2,1,24,22,5,VUOC,13,3,VUOC,17.5,4,
6/6/2018,17S,Plains,2,2,3,13,5,VUOC,11,6,VUOC,12,5.5,
6/6/2018,17S,Plains,2,2,6,19,4,OPPO,8,3,OPPO,13.5,3.5,
6/6/2018,17S,Plains,2,2,9,19,3,VUOC,20,2,VUOC,19.5,2.5,
6/6/2018,17S,Plains,2,2,12,15,5,BOGR,17,2,VUOC,16,3.5,
6/6/2018,17S,Plains,2,2,15,13,3,VUOC,8,4,OPPO,10.5,3.5,
6/6/2018,17S,Plains,2,2,18,20,5,VUOC,12,5,VUOC,16,5,
6/6/2018,17S,Plains,2,2,21,28,7,VUOC,50,3,HECO,39,5,
6/6/2018,17S,Plains,2,2,24,28,5,OPPO,44,5,HECO,36,5,
6/6/2018,17S,Plains,2,3,3,12,4,BOGR,16,3,BOGR,14,3.5,
6/6/2018,17S,Plains,2,3,6,35,6,BOGR,22,3,HECO,28.5,4.5,
6/6/2018,17S,Plains,2,3,9,13,3,BOGR,15,3,OPPO,14,3,
6/6/2018,17S,Plains,2,3,12,13,3,BOGR,16,3,VUOC,14.5,3,
6/6/2018,17S,Plains,2,3,15,10,3,BOGR,13,5,BOGR,11.5,4,
6/6/2018,17S,Plains,2,3,18,10,2,VUOC,8,3,BOGR,9,2.5,
6/6/2018,17S,Plains,2,3,21,10,4,VUOC,11,3,BOGR,10.5,3.5,
6/6/2018,17S,Plains,2,3,24,12,1,BOGR,22,4,VUOC,17,2.5,
