date,Pasture,NDVI,Year,Source
2001-01-14,10S,0.11521343109749729,2001,LMF
2001-01-15,10S,0.11470937280733891,2001,LMF
2001-01-16,10S,0.11412890635421825,2001,LMF
2001-01-17,10S,0.11347832220220107,2001,LMF
2001-01-18,10S,0.112763910815353,2001,LMF
2001-01-19,10S,0.11199196265773972,2001,LMF
2001-01-20,10S,0.11116876819342685,2001,LMF
2001-01-21,10S,0.1103006178864801,2001,LMF
2001-01-22,10S,0.1093938022009651,2001,LMF
2001-01-23,10S,0.10845461160094753,2001,LMF
2001-01-24,10S,0.10748933655049306,2001,LMF
2001-01-25,10S,0.10650426751366734,2001,LMF
2001-01-26,10S,0.10550569495453602,2001,LMF
2001-01-27,10S,0.10449990933716481,2001,LMF
2001-01-28,10S,0.10349320112561934,2001,LMF
2001-01-29,10S,0.10249186078396523,2001,LMF
2001-01-30,10S,0.1015021787762737,2001,LMF
2001-01-31,10S,0.10074752153137267,2001,LMF
2001-02-01,10S,0.10005147856297311,2001,LMF
2001-02-02,10S,0.09941860213168938,2001,LMF
2001-02-03,10S,0.09884311927310525,2001,LMF
2001-02-04,10S,0.09830969961205668,2001,LMF
2001-02-05,10S,0.09782090297126556,2001,LMF
2001-02-06,10S,0.097379843186615,2001,LMF
2001-02-07,10S,0.09697718083097978,2001,LMF
2001-02-08,10S,0.09660660563072358,2001,LMF
2001-02-09,10S,0.09625262333631579,2001,LMF
2001-02-10,10S,0.0959211702909555,2001,LMF
2001-02-11,10S,0.09561839693458846,2001,LMF
2001-02-12,10S,0.09535515600469664,2001,LMF
2001-02-13,10S,0.0951341530934897,2001,LMF
2001-02-14,10S,0.0949610614643859,2001,LMF
2001-02-15,10S,0.09484453676759036,2001,LMF
2001-02-16,10S,0.09478652101979622,2001,LMF
2001-02-17,10S,0.09478783544056614,2001,LMF
2001-02-18,10S,0.09485509219555673,2001,LMF
2001-02-19,10S,0.09499172016242388,2001,LMF
2001-02-20,10S,0.0952055832553375,2001,LMF
2001-02-21,10S,0.09549899222022569,2001,LMF
2001-02-22,10S,0.09587435537739425,2001,LMF
2001-02-23,10S,0.09630866174237149,2001,LMF
2001-02-24,10S,0.09679261903510752,2001,LMF
2001-02-25,10S,0.0973163020264371,2001,LMF
2001-02-26,10S,0.09786890643643677,2001,LMF
2001-02-27,10S,0.09844107281330958,2001,LMF
2001-02-28,10S,0.09902411145158281,2001,LMF
2001-03-01,10S,0.09961320588209062,2001,LMF
2001-03-02,10S,0.10021291325026332,2001,LMF
2001-03-03,10S,0.10081595793744641,2001,LMF
2001-03-04,10S,0.10142732668295595,2001,LMF
2001-03-05,10S,0.10203162555587773,2001,LMF
2001-03-06,10S,0.10262152699459787,2001,LMF
2001-03-07,10S,0.10319263781579559,2001,LMF
2001-03-08,10S,0.10374606407812981,2001,LMF
2001-03-09,10S,0.10429836810351532,2001,LMF
2001-03-10,10S,0.10487604049435413,2001,LMF
2001-03-11,10S,0.10545667131124876,2001,LMF
2001-03-12,10S,0.10602582017086312,2001,LMF
2001-03-13,10S,0.10656984865136478,2001,LMF
2001-03-14,10S,0.10708135203529867,2001,LMF
2001-03-15,10S,0.10755426007277641,2001,LMF
2001-03-16,10S,0.10800869934016766,2001,LMF
2001-03-17,10S,0.10843915899433808,2001,LMF
2001-03-18,10S,0.10886672182966962,2001,LMF
2001-03-19,10S,0.10929079986682191,2001,LMF
2001-03-20,10S,0.10976240250855422,2001,LMF
2001-03-21,10S,0.11029157786951732,2001,LMF
2001-03-22,10S,0.11091123318662477,2001,LMF
2001-03-23,10S,0.1116080183697846,2001,LMF
2001-03-24,10S,0.1123876014896424,2001,LMF
2001-03-25,10S,0.11325962096366668,2001,LMF
2001-03-26,10S,0.1142467518696619,2001,LMF
2001-03-27,10S,0.11530734142406933,2001,LMF
2001-03-28,10S,0.11642107981767832,2001,LMF
2001-03-29,10S,0.117588209934983,2001,LMF
2001-03-30,10S,0.1187918949420971,2001,LMF
2001-03-31,10S,0.11998581276541137,2001,LMF
2001-04-01,10S,0.12117551457535135,2001,LMF
2001-04-02,10S,0.12236462889347947,2001,LMF
2001-04-03,10S,0.12359605388732077,2001,LMF
2001-04-04,10S,0.12489993760739797,2001,LMF
2001-04-05,10S,0.12632169370185903,2001,LMF
2001-04-06,10S,0.12789517984025092,2001,LMF
2001-04-07,10S,0.12970564478428512,2001,LMF
2001-04-08,10S,0.1318034922073016,2001,LMF
2001-04-09,10S,0.13422000990857594,2001,LMF
2001-04-10,10S,0.136957751433257,2001,LMF
2001-04-11,10S,0.1400235154138836,2001,LMF
2001-04-12,10S,0.1434148600249833,2001,LMF
2001-04-13,10S,0.14709273137777518,2001,LMF
2001-04-14,10S,0.15107765623094527,2001,LMF
2001-04-15,10S,0.15532026859516881,2001,LMF
2001-04-16,10S,0.15971352153174628,2001,LMF
2001-04-17,10S,0.16421569974375191,2001,LMF
2001-04-18,10S,0.1687867981239274,2001,LMF
2001-04-19,10S,0.1733797709348506,2001,LMF
2001-04-20,10S,0.17798310130546097,2001,LMF
2001-04-21,10S,0.18256101826396934,2001,LMF
2001-04-22,10S,0.18709298269134592,2001,LMF
2001-04-23,10S,0.19161451348524058,2001,LMF
2001-04-24,10S,0.19616537352735572,2001,LMF
2001-04-25,10S,0.20079362430095554,2001,LMF
2001-04-26,10S,0.2055490534957891,2001,LMF
2001-04-27,10S,0.21050101666031415,2001,LMF
2001-04-28,10S,0.21567776937792033,2001,LMF
2001-04-29,10S,0.22108353575097872,2001,LMF
2001-04-30,10S,0.2267721956485117,2001,LMF
2001-05-01,10S,0.2327233437023556,2001,LMF
2001-05-02,10S,0.2389297955117979,2001,LMF
2001-05-03,10S,0.24542569795809546,2001,LMF
2001-05-04,10S,0.2521842332564016,2001,LMF
2001-05-05,10S,0.25918239196862003,2001,LMF
2001-05-06,10S,0.2663795827371787,2001,LMF
2001-05-07,10S,0.2737297615333293,2001,LMF
2001-05-08,10S,0.2811362050947732,2001,LMF
2001-05-09,10S,0.2885259896096461,2001,LMF
2001-05-10,10S,0.295896680575702,2001,LMF
2001-05-11,10S,0.3032373761432753,2001,LMF
2001-05-12,10S,0.31049746360418456,2001,LMF
2001-05-13,10S,0.31765710956969756,2001,LMF
2001-05-14,10S,0.3247340721833933,2001,LMF
2001-05-15,10S,0.33174339399264624,2001,LMF
2001-05-16,10S,0.33870180420303464,2001,LMF
2001-05-17,10S,0.34561579822835287,2001,LMF
2001-05-18,10S,0.3524483513263095,2001,LMF
2001-05-19,10S,0.3592280247882767,2001,LMF
2001-05-20,10S,0.36589734622805287,2001,LMF
2001-05-21,10S,0.37248227729523914,2001,LMF
2001-05-22,10S,0.37894207282679754,2001,LMF
2001-05-23,10S,0.3852206003041717,2001,LMF
2001-05-24,10S,0.391239143806493,2001,LMF
2001-05-25,10S,0.3969933337658865,2001,LMF
2001-05-26,10S,0.40246974622552095,2001,LMF
2001-05-27,10S,0.4076391849237869,2001,LMF
2001-05-28,10S,0.4124971687936214,2001,LMF
2001-05-29,10S,0.41707870228697747,2001,LMF
2001-05-30,10S,0.4213870876250412,2001,LMF
2001-05-31,10S,0.4253410828589542,2001,LMF
2001-06-01,10S,0.4289176766731584,2001,LMF
2001-06-02,10S,0.43211678614423726,2001,LMF
2001-06-03,10S,0.43489566706321126,2001,LMF
2001-06-04,10S,0.4371975728688844,2001,LMF
2001-06-05,10S,0.43892399659454034,2001,LMF
2001-06-06,10S,0.4400175709599441,2001,LMF
2001-06-07,10S,0.4404508253799108,2001,LMF
2001-06-08,10S,0.44021487721062474,2001,LMF
2001-06-09,10S,0.43935204155841684,2001,LMF
2001-06-10,10S,0.43784718814582235,2001,LMF
2001-06-11,10S,0.4357463836342982,2001,LMF
2001-06-12,10S,0.4330428624647644,2001,LMF
2001-06-13,10S,0.42977907444186597,2001,LMF
2001-06-14,10S,0.42611199129693855,2001,LMF
2001-06-15,10S,0.4220859326117637,2001,LMF
2001-06-16,10S,0.4177965632878505,2001,LMF
2001-06-17,10S,0.4133578687973166,2001,LMF
2001-06-18,10S,0.40883728860076857,2001,LMF
2001-06-19,10S,0.40434400172212837,2001,LMF
2001-06-20,10S,0.399960159566397,2001,LMF
2001-06-21,10S,0.3957327584163494,2001,LMF
2001-06-22,10S,0.3916811413428881,2001,LMF
2001-06-23,10S,0.38781761814162746,2001,LMF
2001-06-24,10S,0.38414680702268444,2001,LMF
2001-06-25,10S,0.3806371992690732,2001,LMF
2001-06-26,10S,0.37726388210098294,2001,LMF
2001-06-27,10S,0.37401255316613324,2001,LMF
2001-06-28,10S,0.37081446657079337,2001,LMF
2001-06-29,10S,0.3677002156191829,2001,LMF
2001-06-30,10S,0.3646509724360686,2001,LMF
2001-07-01,10S,0.3616126245161704,2001,LMF
2001-07-02,10S,0.3585864974120749,2001,LMF
2001-07-03,10S,0.3555597095968571,2001,LMF
2001-07-04,10S,0.3525640300845298,2001,LMF
2001-07-05,10S,0.3495822010700713,2001,LMF
2001-07-06,10S,0.3466737292722197,2001,LMF
2001-07-07,10S,0.34390544229016234,2001,LMF
2001-07-08,10S,0.34127140882205814,2001,LMF
2001-07-09,10S,0.3387878081521287,2001,LMF
2001-07-10,10S,0.33649721032912694,2001,LMF
2001-07-11,10S,0.33444699977455256,2001,LMF
2001-07-12,10S,0.3326178953387962,2001,LMF
2001-07-13,10S,0.33103433872249083,2001,LMF
2001-07-14,10S,0.329687467280263,2001,LMF
2001-07-15,10S,0.3285628141105438,2001,LMF
2001-07-16,10S,0.327655758638063,2001,LMF
2001-07-17,10S,0.3269072140945438,2001,LMF
2001-07-18,10S,0.32630081058969135,2001,LMF
2001-07-19,10S,0.32573414779091986,2001,LMF
2001-07-20,10S,0.32518852938906356,2001,LMF
2001-07-21,10S,0.32463430568985796,2001,LMF
2001-07-22,10S,0.32403328692172434,2001,LMF
2001-07-23,10S,0.3233448383547238,2001,LMF
2001-07-24,10S,0.32254097341965754,2001,LMF
2001-07-25,10S,0.32157748584331086,2001,LMF
2001-07-26,10S,0.3203965655785071,2001,LMF
2001-07-27,10S,0.31895305052493644,2001,LMF
2001-07-28,10S,0.31719052946814597,2001,LMF
2001-07-29,10S,0.31516941400336657,2001,LMF
2001-07-30,10S,0.3128792057860077,2001,LMF
2001-07-31,10S,0.31032187603734207,2001,LMF
2001-08-01,10S,0.3075215962975229,2001,LMF
2001-08-02,10S,0.30454613531974833,2001,LMF
2001-08-03,10S,0.3014773881890663,2001,LMF
2001-08-04,10S,0.2983763433486851,2001,LMF
2001-08-05,10S,0.29529573618044996,2001,LMF
2001-08-06,10S,0.29228664532314036,2001,LMF
2001-08-07,10S,0.28932914198986953,2001,LMF
2001-08-08,10S,0.28645639620859,2001,LMF
2001-08-09,10S,0.2837027774439419,2001,LMF
2001-08-10,10S,0.2810737527024787,2001,LMF
2001-08-11,10S,0.2785732090389713,2001,LMF
2001-08-12,10S,0.27617031787149443,2001,LMF
2001-08-13,10S,0.27388714066816594,2001,LMF
2001-08-14,10S,0.2717036238925334,2001,LMF
2001-08-15,10S,0.2695938327776783,2001,LMF
