Year,Id,SOS_doy,SOS_date,NDVI_smooth2
2016,13NE,60,2016-03-01,0.1574437671956588
2016,13NW,61,2016-03-02,0.16571322904278607
2016,13SE,61,2016-03-02,0.15897072926835024
2016,15E,91,2016-04-01,0.2100603254979628
2016,15NWS,60,2016-03-01,0.17300040844560363
2016,17N,62,2016-03-03,0.1600173391284324
2016,18N,59,2016-02-29,0.181332045142799
2016,19N,59,2016-02-29,0.1750565072354229
2016,1E,78,2016-03-19,0.1621031517756776
2016,1W,77,2016-03-18,0.17937160170858948
2016,20SE,63,2016-03-04,0.15595390953606067
2016,21SE,61,2016-03-02,0.17908887170058063
2016,21SEcorral,61,2016-03-02,0.17571358823829697
2016,21SW,61,2016-03-02,0.1676176767151075
2016,23E,95,2016-04-05,0.22598721711814393
2016,23W,56,2016-02-26,0.2105312509188121
2016,24 Grazing,98,2016-04-08,0.2152570350504104
2016,24E,60,2016-03-01,0.16576723068253427
2016,24W,76,2016-03-17,0.19115599106498693
2016,25SE,90,2016-03-31,0.18311996889903162
2016,26SE-N Pvt,94,2016-04-04,0.21970212764979904
2016,26SW-N Pvt.,60,2016-03-01,0.18779885799456092
2016,28N,59,2016-02-29,0.18183688099772502
2016,31W,59,2016-02-29,0.16381270919946742
2016,32W,60,2016-03-01,0.16070535417405052
2016,6EW,63,2016-03-04,0.16002185996413595
2016,7NW,59,2016-02-29,0.17581227368160565
2016,8SE,67,2016-03-08,0.1397445869616346
2016,ESA,65,2016-03-06,0.19912699543016493
2016,HQ,83,2016-03-24,0.2077244054845137
2016,Highway,59,2016-02-29,0.17397765972881438
2016,LTER1,61,2016-03-02,0.18046370678700857
2016,LTER2,80,2016-03-21,0.19285481474630325
2016,LTER3,60,2016-03-01,0.1885041397180038
2016,LTER4,60,2016-03-01,0.18364186914004269
2016,Northeast,62,2016-03-03,0.15289065968989346
2016,Northwest,61,2016-03-02,0.17374614183461617
2016,Pvt-12NE,61,2016-03-02,0.16351978812011556
2016,Pvt-14,62,2016-03-03,0.1668340631003307
2016,Pvt-30SW,63,2016-03-04,0.16054157291783722
2016,Pvt-6EE,62,2016-03-03,0.1392725865710408
2016,Pvt-8SW,63,2016-03-04,0.1484904083825022
2016,Pvt-FencedGarage,59,2016-02-29,0.1781181884993277
2016,Res. #2,54,2016-02-24,0.2252279830218568
2016,Sandy Elm,61,2016-03-02,0.16412865490246967
2016,Southeast,72,2016-03-13,0.1717357417953971
2016,Southwest,59,2016-02-29,0.17979388516337044
2016,Spring,99,2016-04-09,0.21298902422519708
2016,WeatherStation,60,2016-03-01,0.19865039389797445
2017,12C,63,2017-03-05,0.17311593290176613
2017,12NW,63,2017-03-05,0.1706466306548383
2017,12NWcorner,93,2017-04-04,0.1936122441372236
2017,12SE-N,63,2017-03-05,0.15915379845091998
2017,13NE,63,2017-03-05,0.17084970284310913
2017,13NW,63,2017-03-05,0.16647963619427636
2017,13SE,63,2017-03-05,0.16646820319492658
2017,15E,82,2017-03-24,0.16569267039589083
2017,15NWS,98,2017-04-09,0.17210999008675426
2017,17N,63,2017-03-05,0.16257634023851353
2017,18N,63,2017-03-05,0.17504515366787693
2017,19N,63,2017-03-05,0.17579453958349792
2017,1E,63,2017-03-05,0.16584661500681674
2017,1W,63,2017-03-05,0.16510598141769695
2017,20SE,63,2017-03-05,0.15757704220031357
2017,21SE,97,2017-04-08,0.1768676059107846
2017,21SEcorral,63,2017-03-05,0.18604827723276013
2017,21SW,66,2017-03-08,0.16899953507784277
2017,23E,75,2017-03-17,0.15940490371522434
2017,23W,86,2017-03-28,0.17814735170850787
2017,24 Grazing,97,2017-04-08,0.16731889576827885
2017,24E,63,2017-03-05,0.16280676977096725
2017,24W,69,2017-03-11,0.1609086944967588
2017,25SE,103,2017-04-14,0.17459238299890453
2017,26SE-N Pvt,99,2017-04-10,0.18152545840780432
2017,26SW-N Pvt.,63,2017-03-05,0.16323414817222148
2017,28N,63,2017-03-05,0.16772059760437003
2017,31W,97,2017-04-08,0.16800569468060988
2017,32W,95,2017-04-06,0.1668542590522709
2017,6EW,63,2017-03-05,0.16860566177597958
2017,7NW,63,2017-03-05,0.16764414324464866
2017,8SE,63,2017-03-05,0.15535376214234695
2017,ESA,63,2017-03-05,0.17513361413899323
2017,HQ,63,2017-03-05,0.17018352350558552
2017,Highway,63,2017-03-05,0.1724376211703621
2017,LTER1,63,2017-03-05,0.1752358136948369
2017,LTER2,62,2017-03-04,0.18194036336171798
2017,LTER3,63,2017-03-05,0.1765999754266028
2017,LTER4,63,2017-03-05,0.16571776633066979
2017,Northeast,63,2017-03-05,0.16216114001672322
2017,Northwest,63,2017-03-05,0.1665274070180384
2017,Pvt-12NE,63,2017-03-05,0.1732499469007558
2017,Pvt-14,66,2017-03-08,0.16171967953265373
2017,Pvt-30SW,63,2017-03-05,0.16258728697969085
2017,Pvt-6EE,94,2017-04-05,0.1598653944687755
2017,Pvt-8SW,63,2017-03-05,0.16323824704381737
2017,Pvt-FencedGarage,92,2017-04-03,0.1701752677826058
2017,Res. #2,64,2017-03-06,0.1720068468351938
2017,Sandy Elm,63,2017-03-05,0.16617567622125715
2017,Southeast,63,2017-03-05,0.16072792022194599
2017,Southwest,102,2017-04-13,0.18606050515753345
2017,Spring,97,2017-04-08,0.306082993513455
2017,WeatherStation,63,2017-03-05,0.1780927646709044
2018,12C,65,2018-03-07,0.19024127541997896
2018,12NW,62,2018-03-04,0.19318970158684487
2018,12NWcorner,56,2018-02-26,0.19304521806944727
2018,12SE-N,66,2018-03-08,0.1729345461807046
2018,13NE,68,2018-03-10,0.19582748390386825
2018,13NW,68,2018-03-10,0.18683391979393393
2018,13SE,65,2018-03-07,0.19538518213547615
2018,15E,62,2018-03-04,0.17887914794472262
2018,15NWS,61,2018-03-03,0.18068375100285122
2018,17N,66,2018-03-08,0.1747592311422517
2018,18N,62,2018-03-04,0.18982384920839596
2018,19N,65,2018-03-07,0.18856434878142722
2018,1E,64,2018-03-06,0.17452370984242166
2018,1W,61,2018-03-03,0.1721495403341444
2018,20SE,64,2018-03-06,0.17363030356077758
2018,21SE,63,2018-03-05,0.18787964189943876
2018,21SEcorral,65,2018-03-07,0.2014454387788716
2018,21SW,63,2018-03-05,0.1845255792908143
2018,23E,66,2018-03-08,0.17295207556357323
2018,23W,63,2018-03-05,0.19302532340919293
2018,24 Grazing,62,2018-03-04,0.15371510127548865
2018,24E,68,2018-03-10,0.1783293375452128
2018,24W,66,2018-03-08,0.17615375058810695
2018,25SE,67,2018-03-09,0.16734380481686348
2018,26SE-N Pvt,63,2018-03-05,0.1738582599993502
2018,26SW-N Pvt.,62,2018-03-04,0.1766006596580675
2018,28N,62,2018-03-04,0.1741162597149663
2018,31W,65,2018-03-07,0.17381455464161594
2018,32W,64,2018-03-06,0.17754411615237642
2018,6EW,64,2018-03-06,0.17111580805114104
2018,7NW,64,2018-03-06,0.17972490011560494
2018,8SE,72,2018-03-14,0.1610638323427421
2018,ESA,62,2018-03-04,0.20598132649888806
2018,HQ,61,2018-03-03,0.1814475109314388
2018,Highway,63,2018-03-05,0.1794933072216791
2018,LTER1,62,2018-03-04,0.19297214650201078
2018,LTER2,56,2018-02-26,0.21567621320927283
2018,LTER3,63,2018-03-05,0.19377982455439172
2018,LTER4,63,2018-03-05,0.18230058360864132
2018,Northeast,65,2018-03-07,0.1687267584228517
2018,Northwest,64,2018-03-06,0.18163599752622053
2018,Pvt-12NE,64,2018-03-06,0.18984841262786212
2018,Pvt-14,67,2018-03-09,0.17985191574624812
2018,Pvt-30SW,70,2018-03-12,0.1632219405004696
2018,Pvt-6EE,66,2018-03-08,0.16396810675956336
2018,Pvt-8SW,67,2018-03-09,0.17361109321525967
2018,Pvt-FencedGarage,57,2018-02-27,0.17395720051806127
2018,Res. #2,59,2018-03-01,0.22558528567824299
2018,Sandy Elm,67,2018-03-09,0.18218810375802696
2018,Southeast,65,2018-03-07,0.1804308389901308
2018,Southwest,63,2018-03-05,0.17883120799366298
2018,Spring,63,2018-03-05,0.2121679597372858
2018,WeatherStation,64,2018-03-06,0.1945219825402982
2019,12C,88,2019-03-30,0.1759447107227059
2019,12NW,76,2019-03-18,0.1615557508285574
2019,12NWcorner,69,2019-03-11,0.17077149717964998
2019,12SE-N,82,2019-03-24,0.15900826775231441
2019,13NE,78,2019-03-20,0.17749880802519433
2019,13NW,82,2019-03-24,0.17287192279019836
2019,13SE,63,2019-03-05,0.17085850658124263
2019,15E,85,2019-03-27,0.1686271073604333
2019,15NWS,87,2019-03-29,0.171105346082538
2019,17N,85,2019-03-27,0.16101977550268393
2019,18N,70,2019-03-12,0.16215797858948436
2019,19N,80,2019-03-22,0.1652756284410603
2019,1E,72,2019-03-14,0.16076504316172166
2019,1W,73,2019-03-15,0.15899451839567072
2019,20SE,87,2019-03-29,0.15936604265472962
2019,21SE,72,2019-03-14,0.169640814525304
2019,21SEcorral,80,2019-03-22,0.17320781717295544
2019,21SW,80,2019-03-22,0.17014064294756376
2019,23E,63,2019-03-05,0.1634346132247598
2019,23W,91,2019-04-02,0.17366263143723926
2019,24 Grazing,63,2019-03-05,0.13966783832842608
2019,24E,63,2019-03-05,0.16174747128521863
2019,24W,63,2019-03-05,0.16393010361538513
2019,25SE,88,2019-03-30,0.16445183389840062
2019,26SE-N Pvt,87,2019-03-29,0.16464342594328785
2019,26SW-N Pvt.,82,2019-03-24,0.16179017371953117
2019,28N,75,2019-03-17,0.16213045310455232
2019,31W,81,2019-03-23,0.16672819737622507
2019,32W,89,2019-03-31,0.16779944879641698
2019,6EW,75,2019-03-17,0.1452536579887092
2019,7NW,80,2019-03-22,0.15763251961582778
2019,8SE,81,2019-03-23,0.1516332729001711
2019,ESA,78,2019-03-20,0.17629181058475654
2019,HQ,86,2019-03-28,0.17500907008790953
2019,Highway,80,2019-03-22,0.16293704806736303
2019,LTER1,78,2019-03-20,0.17752646616718587
2019,LTER2,62,2019-03-04,0.169303243600897
2019,LTER3,78,2019-03-20,0.1700608086854719
2019,LTER4,82,2019-03-24,0.16552416553540386
2019,Northeast,78,2019-03-20,0.15451114737607038
2019,Northwest,80,2019-03-22,0.1547928464656206
2019,Pvt-12NE,72,2019-03-14,0.16863187785156136
2019,Pvt-14,82,2019-03-24,0.1697238777795602
2019,Pvt-30SW,80,2019-03-22,0.15497115821504173
2019,Pvt-6EE,79,2019-03-21,0.15691518015308661
2019,Pvt-8SW,84,2019-03-26,0.15699774511662176
2019,Pvt-FencedGarage,84,2019-03-26,0.16753875514266423
2019,Res. #2,63,2019-03-05,0.1778193618060005
2019,Sandy Elm,80,2019-03-22,0.16230517498173722
2019,Southeast,83,2019-03-25,0.1681381427265116
2019,Southwest,80,2019-03-22,0.16651978703011477
2019,Spring,70,2019-03-12,0.1467628660589281
2019,WeatherStation,84,2019-03-26,0.16914177828605478
2020,12C,95,2020-04-05,0.16387335102301417
2020,12NW,58,2020-02-28,0.1683292606505418
2020,12NWcorner,59,2020-02-29,0.16199779843100173
2020,12SE-N,106,2020-04-16,0.1595689453017868
2020,13NE,63,2020-03-04,0.1746777082844072
2020,13NW,62,2020-03-03,0.16623288357233118
2020,13SE,92,2020-04-02,0.17633880169983798
2020,15E,102,2020-04-12,0.1747572987712185
2020,15NWS,63,2020-03-04,0.16891947276032163
2020,17N,91,2020-04-01,0.16567593394238225
2020,18N,63,2020-03-04,0.16590726205118256
2020,19N,87,2020-03-28,0.18213509455862562
2020,1E,98,2020-04-08,0.16640063870990202
2020,1W,99,2020-04-09,0.16897724899927297
2020,20SE,84,2020-03-25,0.1620881572986011
2020,21SE,109,2020-04-19,0.2357778449717265
2020,21SEcorral,86,2020-03-27,0.18827157961670732
2020,21SW,76,2020-03-17,0.1792162813305526
2020,23E,98,2020-04-08,0.17135768260908557
2020,23W,100,2020-04-10,0.1758818412169217
2020,24 Grazing,108,2020-04-18,0.16785634607307107
2020,24E,100,2020-04-10,0.18010308651606705
2020,24W,100,2020-04-10,0.16312590440267302
2020,25SE,97,2020-04-07,0.16715235478733598
2020,26SE-N Pvt,105,2020-04-15,0.17915315813015578
2020,26SW-N Pvt.,92,2020-04-02,0.17269197119782345
2020,28N,106,2020-04-16,0.1997027394732937
2020,31W,94,2020-04-04,0.18009422371033992
2020,32W,97,2020-04-07,0.16831057081301365
2020,6EW,63,2020-03-04,0.16269567830421353
2020,7NW,97,2020-04-07,0.16883466330803418
2020,8SE,103,2020-04-13,0.15475619183677422
2020,ESA,50,2020-02-20,0.19092888917466047
2020,HQ,92,2020-04-02,0.16722006562302208
2020,Highway,101,2020-04-11,0.18541220016048804
2020,LTER1,61,2020-03-02,0.1800314848017512
2020,LTER2,86,2020-03-27,0.24131273418825044
2020,LTER3,56,2020-02-26,0.18993982764651263
2020,LTER4,94,2020-04-04,0.2010064559242777
2020,Northeast,78,2020-03-19,0.1658942827855355
2020,Northwest,94,2020-04-04,0.1713856777007235
2020,Pvt-12NE,100,2020-04-10,0.1776552614362582
2020,Pvt-14,97,2020-04-07,0.17180646093183022
2020,Pvt-30SW,61,2020-03-02,0.14649183074244393
2020,Pvt-6EE,63,2020-03-04,0.16141498345854194
2020,Pvt-8SW,96,2020-04-06,0.16165179401783888
2020,Pvt-FencedGarage,103,2020-04-13,0.19392345528203764
2020,Res. #2,91,2020-04-01,0.19300990881631477
2020,Sandy Elm,83,2020-03-24,0.16940116516470377
2020,Southeast,96,2020-04-06,0.18016102787947838
2020,Southwest,98,2020-04-08,0.18004785469485024
2020,Spring,110,2020-04-20,0.22331230613097203
2020,WeatherStation,89,2020-03-30,0.2108677835652547
2021,12C,86,2021-03-28,0.15791762568857853
2021,12NW,77,2021-03-19,0.16716003387846684
2021,12NWcorner,62,2021-03-04,0.16422049798037633
2021,12SE-N,85,2021-03-27,0.144879777041669
2021,13NE,79,2021-03-21,0.1746024630978813
2021,13NW,77,2021-03-19,0.15968480136191837
2021,13SE,76,2021-03-18,0.16573762210226137
2021,15E,92,2021-04-03,0.17369008389842844
2021,15NWS,83,2021-03-25,0.16638381096103005
2021,17N,69,2021-03-11,0.15169356107354523
2021,18N,76,2021-03-18,0.15441545396371997
2021,19N,80,2021-03-22,0.16607676204159189
2021,1E,82,2021-03-24,0.11546344505309297
2021,1W,82,2021-03-24,0.12457141615486594
2021,20SE,82,2021-03-24,0.12749170321183403
2021,21SE,78,2021-03-20,0.1652592891154205
2021,21SEcorral,78,2021-03-20,0.16677414750657976
2021,21SW,83,2021-03-25,0.16938506846411538
2021,23E,94,2021-04-05,0.1666422094907048
2021,23W,88,2021-03-30,0.17383354569956463
2021,24 Grazing,77,2021-03-19,0.14062755510606223
2021,24E,80,2021-03-22,0.16224001433967977
2021,24W,83,2021-03-25,0.15717389233594323
2021,25SE,93,2021-04-04,0.16656862335878883
2021,26SE-N Pvt,83,2021-03-25,0.163217026232808
2021,26SW-N Pvt.,83,2021-03-25,0.15622509883023453
2021,28N,75,2021-03-17,0.16422746797199692
2021,31W,84,2021-03-26,0.16925171997796806
2021,32W,73,2021-03-15,0.1640341969714122
2021,6EW,81,2021-03-23,0.15988975000097946
2021,7NW,83,2021-03-25,0.15078227866974003
2021,8SE,92,2021-04-03,0.1420449054760492
2021,ESA,81,2021-03-23,0.16252987455457887
2021,HQ,82,2021-03-24,0.14590725741689375
2021,Highway,92,2021-04-03,0.17697934160709478
2021,LTER1,77,2021-03-19,0.17587693263240586
2021,LTER2,77,2021-03-19,0.17312731596319214
2021,LTER3,84,2021-03-26,0.16409635395762906
2021,LTER4,81,2021-03-23,0.1680983119167996
2021,Northeast,89,2021-03-31,0.15808265486797932
2021,Northwest,68,2021-03-10,0.14787092088622864
2021,Pvt-12NE,74,2021-03-16,0.15867408825012796
2021,Pvt-14,90,2021-04-01,0.17003814732644948
2021,Pvt-30SW,84,2021-03-26,0.14551583735690918
2021,Pvt-6EE,83,2021-03-25,0.14655796518045577
2021,Pvt-8SW,85,2021-03-27,0.1501839466447644
2021,Pvt-FencedGarage,88,2021-03-30,0.16141012891787374
2021,Res. #2,82,2021-03-24,0.1555521008419596
2021,Sandy Elm,74,2021-03-16,0.14778228177612263
2021,Southeast,82,2021-03-24,0.1621499274313694
2021,Southwest,82,2021-03-24,0.1594458593275715
2021,Spring,83,2021-03-25,0.171901585800888
2021,WeatherStation,84,2021-03-26,0.16435568275942225
2022,12C,105,2022-04-16,0.17533805846178702
2022,12NW,120,2022-05-01,0.1900040643145327
2022,12NWcorner,116,2022-04-27,0.192703918319123
2022,12SE-N,104,2022-04-15,0.16220827125161824
2022,13NE,106,2022-04-17,0.17632399704312213
2022,13NW,63,2022-03-05,0.1670567597455128
2022,13SE,109,2022-04-20,0.17254709548857303
2022,15E,63,2022-03-05,0.1278703418648972
2022,15NWS,111,2022-04-22,0.19078879767096382
2022,17N,63,2022-03-05,0.13432251075534765
2022,18N,63,2022-03-05,0.16236679185778521
2022,19N,99,2022-04-10,0.17153214272185097
2022,1E,104,2022-04-15,0.1668457915107272
2022,1W,63,2022-03-05,0.14183663569085958
2022,20SE,63,2022-03-05,0.14605414376494147
2022,21SE,120,2022-05-01,0.20413374744639542
2022,21SEcorral,107,2022-04-18,0.20191986782788882
2022,21SW,100,2022-04-11,0.1911141661730081
2022,23E,109,2022-04-20,0.167927553457288
2022,23W,110,2022-04-21,0.1795996896759106
2022,24 Grazing,107,2022-04-18,0.15975585642610254
2022,24E,63,2022-03-05,0.15112883843853625
2022,24W,62,2022-03-04,0.11647690390310128
2022,25SE,63,2022-03-05,0.14767266204783988
2022,26SE-N Pvt,103,2022-04-14,0.16933171264051264
2022,26SW-N Pvt.,94,2022-04-05,0.16745399820455237
2022,28N,109,2022-04-20,0.18157068153584874
2022,31W,63,2022-03-05,0.15533208742915625
2022,32W,63,2022-03-05,0.12992328597930097
2022,6EW,104,2022-04-15,0.1656952213748365
2022,7NW,108,2022-04-19,0.16938672998931745
2022,8SE,63,2022-03-05,0.12410192839291737
2022,ESA,44,2022-02-14,0.1879938382367485
2022,HQ,105,2022-04-16,0.17140004838739728
2022,Highway,113,2022-04-24,0.17484101039247363
2022,LTER1,117,2022-04-28,0.20153669292891604
2022,LTER2,47,2022-02-17,0.20718934285293591
2022,LTER3,41,2022-02-11,0.1938757679125301
2022,LTER4,112,2022-04-23,0.19769853410312277
2022,Northeast,66,2022-03-08,0.13227592245517752
2022,Northwest,63,2022-03-05,0.13207076108223947
2022,Pvt-12NE,106,2022-04-17,0.1735116610069397
2022,Pvt-14,110,2022-04-21,0.17358083706650368
2022,Pvt-30SW,69,2022-03-11,0.15989108380192332
2022,Pvt-6EE,103,2022-04-14,0.15624972758943131
2022,Pvt-8SW,63,2022-03-05,0.14609002495555895
2022,Pvt-FencedGarage,99,2022-04-10,0.16808478794685952
2022,Res. #2,63,2022-03-05,0.191456456501345
2022,Sandy Elm,61,2022-03-03,0.15229480460497422
2022,Southeast,63,2022-03-05,0.14513670203674392
2022,Southwest,62,2022-03-04,0.13631676095283699
2022,Spring,63,2022-03-05,0.2222974921159776
2022,WeatherStation,64,2022-03-06,0.19080958441057852
2023,12C,63,2023-03-05,0.1902161651784699
2023,12NW,63,2023-03-05,0.17438315348932595
2023,12NWcorner,75,2023-03-17,0.18530141706968853
2023,12SE-N,63,2023-03-05,0.16383374620106947
2023,13NE,67,2023-03-09,0.18731070473297348
2023,13NW,76,2023-03-18,0.17093760566978816
2023,13SE,80,2023-03-22,0.17577894525799292
2023,15E,100,2023-04-11,0.16248062020474446
2023,15NWS,99,2023-04-10,0.17099250763036256
2023,17N,106,2023-04-17,0.157167236074881
2023,18N,63,2023-03-05,0.16310616242293455
2023,19N,63,2023-03-05,0.16796512517408235
2023,1E,98,2023-04-09,0.1632585942890357
2023,1W,64,2023-03-06,0.15827633340239508
2023,20SE,63,2023-03-05,0.1532310898128142
2023,21SE,110,2023-04-21,0.19227195141197587
2023,21SEcorral,100,2023-04-11,0.18595818881286932
2023,21SW,63,2023-03-05,0.17479913134810693
2023,23E,101,2023-04-12,0.16047407941527234
2023,23W,78,2023-03-20,0.16603568049623849
2023,24 Grazing,80,2023-03-22,0.14389237631725968
2023,24E,99,2023-04-10,0.15977369150513526
2023,24W,105,2023-04-16,0.15666995067111075
2023,25SE,105,2023-04-16,0.152228291902159
2023,26SE-N Pvt,105,2023-04-16,0.16046689339598727
2023,26SW-N Pvt.,75,2023-03-17,0.15840322278958568
2023,28N,63,2023-03-05,0.16220476332456712
2023,31W,102,2023-04-13,0.16576414938275283
2023,32W,101,2023-04-12,0.15998764572992613
2023,6EW,63,2023-03-05,0.16806048914273775
2023,7NW,63,2023-03-05,0.16985665449761597
2023,8SE,63,2023-03-05,0.14592604771862755
2023,ESA,63,2023-03-05,0.1917190468865058
2023,HQ,63,2023-03-05,0.16134237704714388
2023,Highway,104,2023-04-15,0.16604431767322353
2023,LTER1,95,2023-04-06,0.18084152369252338
2023,LTER2,65,2023-03-07,0.1941284530832219
2023,LTER3,101,2023-04-12,0.18192080065748756
2023,LTER4,100,2023-04-11,0.17458905678826966
2023,Northeast,104,2023-04-15,0.16051083570456112
2023,Northwest,66,2023-03-08,0.1628037841789719
2023,Pvt-12NE,103,2023-04-14,0.16839123727585428
2023,Pvt-14,102,2023-04-13,0.16247270931579774
2023,Pvt-30SW,64,2023-03-06,0.15188921152194568
2023,Pvt-6EE,98,2023-04-09,0.152979754216855
2023,Pvt-8SW,67,2023-03-09,0.1641262142329098
2023,Pvt-FencedGarage,103,2023-04-14,0.16483928634574357
2023,Res. #2,103,2023-04-14,0.17233004547620406
2023,Sandy Elm,85,2023-03-27,0.1490699466612602
2023,Southeast,103,2023-04-14,0.16273898526984298
2023,Southwest,66,2023-03-08,0.16018976283403896
2023,Spring,102,2023-04-13,0.21069115805670866
2023,WeatherStation,85,2023-03-27,0.16236440827426699
